,hash,genre,faces_zs,gray_max_zs,gray_med_zs,gray_std_zs,max_b_zs,max_g_zs,max_r_zs,med_b_zs,med_g_zs,med_r_zs,std_b,std_g,std_r,hmax1_zs,hmax2_zs,hmax3_zs,smax1_zs,smax2_zs,smax3_zs,smed_zs,sstd,vmax1_zs,vmax2_zs,vmax3_zs,vmed_zs,vstd,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13,comp_14,comp_15,comp_16,comp_17,comp_18,comp_19,comp_20,comp_21,comp_22,comp_23,comp_24,comp_25
1068,12b52962-4bdf-4d10-853e-25326f4b1c16,country,-0.5529,0.095,0.047,-1.2455,-0.3326,-0.1793,0.321,-0.4347,-0.1302,0.4735,27.1221,39.3230,52.0803,-0.564,-0.6719,-0.8427,0.4601,0.3971,0.3761,0.863,51.8275,-0.237,0.3933,-0.4059,0.3053,50.8078,1.9867,0.5358,0.8749,-1.2381,0.2486,0.4594,0.0996,0.0401,0.3151,-0.1601,0.4905,-0.4980,0.4821,-0.0155,-0.5549,0.3842,-0.1569,0.5305,-0.4934,-0.3263,0.4517,0.3495,0.1056,0.3429,-0.2701
1069,15284af0-0d0c-4f11-9952-6e6a9f4c372a,rock,0.3364,-0.3593,-0.4539,-0.8358,0.0135,-0.1207,-0.8463,-0.0606,-0.2578,-0.8547,52.0213,47.1034,47.2298,1.673,-0.0433,-0.1018,-3.0951,-1.4763,-0.5937,0.1332,41.0632,-1.0092,-1.3232,-0.4059,-0.5582,53.7857,-0.9149,-0.3325,-0.3011,-0.1628,0.4143,0.0723,-0.8022,0.2135,0.2559,0.8391,0.0018,-0.2823,-0.2677,-0.1978,0.2150,0.2598,0.5806,-0.6584,0.2465,-0.6505,0.5152,0.8695,0.1992,0.1681,0.2948
1070,15663938-f862-4558-8ae0-7e485d5da410,electronic,1.2257,-0.6419,-0.6896,-0.3088,-0.4414,-0.5698,-0.7551,-0.5066,-0.655,-0.8011,57.5845,55.5739,71.6109,0.9788,0.8996,0.8037,0.4601,0.3971,0.3761,-0.8187,66.2548,-1.0092,-0.4649,0.0659,-0.8735,70.9528,0.5786,-0.4713,1.2528,-0.9496,0.7841,1.2038,-0.0968,0.3259,-0.2929,0.3867,-0.3209,0.4542,0.1197,-0.4590,0.6339,0.4571,0.1823,0.0865,-0.4542,-0.0039,0.3143,-0.4768,-0.0462,0.0146,-0.6754
1071,179d7285-0c70-409a-a40c-07e4037d5d6a,rock,-0.5529,0.2666,0.3269,0.7258,-0.3722,-0.1988,1.1874,-0.5641,-0.3146,1.7348,78.1428,75.4235,104.1027,-0.6412,-1.1433,-0.3488,0.4601,0.3971,0.3761,1.1486,83.0436,0.9215,-0.0358,-0.8777,1.5937,101.7892,-1.1429,0.0973,0.6349,-0.4006,0.5664,0.2870,-0.6096,0.1328,0.3470,0.5214,-0.1705,-0.4130,0.4037,0.0433,-0.7655,0.6225,0.0196,0.0227,0.1211,0.4810,-0.0792,-0.1805,-0.3324,-0.0925,-0.2607
1072,1ab15dc8-46e7-4c26-9611-2b884557d5e7,electronic,-0.5529,1.5487,0.2975,0.16,1.6256,1.5096,1.1965,0.7737,0.5223,-0.3315,66.1477,66.4305,69.8800,1.673,1.6068,-1.172,-3.0951,0.3971,-1.0786,0.149,54.1301,-0.237,-0.4649,1.4813,0.3464,66.6117,-0.6142,-1.3189,0.2633,1.3465,-0.0307,-0.2479,-0.6236,0.2022,0.3991,-0.0350,1.0326,-0.0866,-0.0185,-0.1661,0.3784,0.0614,0.1113,-0.3936,-0.1155,-0.4197,-0.0644,0.0211,-0.1646,0.0942,-0.0118
1073,1b2eb21d-7a71-4bc7-8a96-b82823dc96a9,hip-hop,-0.5529,-0.8943,-1.0137,0.2055,-0.7085,-0.7943,-1.129,-0.8662,-0.9529,-1.0426,59.5370,61.9517,84.7804,0.1302,-0.5148,-0.1018,0.4601,0.3971,0.3761,1.1803,73.4567,0.9215,0.3933,0.0659,-1.1476,80.4309,1.2967,0.1508,-0.8818,-0.5599,-1.1773,-0.7650,-0.1743,-0.2026,-0.0332,-0.3425,-0.6222,-0.6994,0.1602,0.2304,-0.2149,0.2568,0.0936,0.0675,0.2673,0.4059,-0.3173,-0.5069,0.5912,0.0586,-0.1561
1074,1b4dcc8c-6515-4a39-b35a-a46588d7a883,rock,2.1149,-0.7732,-0.174,-0.4544,-0.7183,-0.7943,-0.7551,-0.5497,-0.2862,0.0576,38.2779,56.1734,58.2213,-0.1783,-0.8291,-0.7604,0.4601,0.3971,0.3761,0.8789,36.2209,-0.237,-0.4649,0.5377,-0.0922,58.3594,-1.5443,-0.3381,0.3680,0.0473,0.1389,-0.8295,0.2581,1.2080,0.6425,-0.5762,-0.3459,0.1967,-0.5068,0.4055,0.4646,-0.3168,-0.8919,-0.1608,-0.3663,-0.4161,0.3879,0.0685,0.0709,-0.1696,-0.2903
1075,1c7d9c06-2d6b-45a0-85a6-5eba20156ae6,electronic,-0.5529,-0.8439,-1.0285,-0.79,-0.6986,-0.8431,1.1965,-0.9381,-1.0947,-0.7340,18.7526,39.7668,77.9832,0.5159,0.4281,0.5567,0.4601,0.3971,0.3761,1.2755,44.4784,-0.237,0.3933,1.4813,-0.9283,77.9547,1.1665,-0.8349,-0.8704,-0.0477,-0.2506,-0.7556,0.4306,-0.6968,-0.7830,0.1939,-0.4425,-0.2358,0.2282,-0.9765,0.4001,-0.0004,-0.2845,0.1919,0.6290,-0.3636,0.3840,0.2888,0.3607,-0.0562,0.2111
1076,1ce88847-c7f7-4ae3-b9be-09754ead2aee,hip-hop,3.0042,-0.7429,-1.1169,-0.8498,-0.2634,-0.7748,-0.8463,-0.4634,-1.1231,-1.1499,39.2408,43.6291,57.0919,0.2845,0.0353,0.2275,-1.3175,0.8654,-0.5937,1.0058,41.2314,-0.6231,-0.0358,0.5377,-0.9557,53.1949,-1.3182,0.9245,-0.1818,-0.0447,0.4871,0.2278,1.3663,-0.0455,0.3933,-0.2729,0.6760,0.2446,-0.2330,0.2235,0.1791,0.0009,0.2790,0.1973,-0.1767,-0.2103,0.3229,0.0813,0.9168,-0.1191,0.2309
1077,1d839287-fc18-4515-b9e6-5a1694d3869d,hip-hop,-0.5529,-0.9347,-1.1316,-1.2109,-0.8370,-0.9115,-0.9831,-1.1395,-1.2366,-0.8011,33.8311,36.6852,63.1809,-0.1012,-0.3576,-0.5958,0.4601,0.3971,0.3761,1.7832,56.2103,0.5353,0.3933,0.0659,-0.9557,62.8857,-0.8315,-0.2052,0.6315,-0.7276,1.3996,-0.7619,0.2816,1.1070,-0.6877,-0.1075,-0.1864,-0.4789,0.0972,0.2472,0.2286,0.0243,0.0475,-0.7108,0.6275,0.2660,-0.0405,-0.0680,-0.3630,0.1408,-0.4172
1078,1e519a6d-615d-4c82-99f9-e735c36daa70,country,-0.5529,0.196,0.1796,0.4774,1.1311,0.4065,-0.4997,0.6298,0.423,-0.251,69.0797,71.8818,77.6205,-0.9497,1.2925,-1.0897,0.4601,0.3971,-1.5635,0.0221,57.5790,-0.6231,-0.0358,1.4813,0.1956,72.2798,-1.2961,-0.6662,-1.3118,-0.7891,-1.0691,1.2579,-1.0393,0.1814,-0.6220,-0.3007,-0.0048,-0.0077,0.7822,0.1004,0.2247,0.2743,0.3789,-0.5634,0.3688,-0.5382,0.1042,0.0552,-0.0827,-0.1993,0.1458
1079,1eab5eaf-730b-4f04-9ef8-4c6ff1f6d5d7,electronic,-0.5529,-0.4501,-0.0561,-0.073,1.6157,1.4999,-1.129,0.7593,0.2103,-0.6535,59.9772,58.8778,70.3287,1.5959,1.5282,-0.2665,-2.5026,-1.9446,-0.1088,0.4505,61.4358,-0.237,1.2515,0.5377,0.2231,58.7295,0.7601,-1.8743,-0.4077,0.7063,0.4685,0.1805,0.1364,-0.2279,-0.3204,-0.1856,0.1780,0.2575,0.0302,-0.3878,0.0558,-0.2514,-0.0258,-0.1073,0.0785,-0.1359,-0.1765,-0.2792,-0.0724,0.5444,0.3627
1080,1f044982-b478-4105-b500-7a8493381748,country,-0.5529,0.1253,0.1207,-0.4542,-0.3623,0.1136,0.1569,-0.5497,0.1393,0.2991,60.6001,54.1482,56.9022,-0.4869,1.5282,-0.5958,-0.1324,0.8654,-1.5635,1.1168,63.5369,-0.237,1.2515,-1.3495,0.1271,53.9667,1.4819,-1.0067,1.1090,0.1256,0.7879,0.8056,0.0874,-0.5002,-0.0007,-0.4471,-0.2556,-0.0600,0.2648,0.4106,0.3190,-0.5086,0.5294,0.3804,0.2555,-0.6743,-0.1419,-0.7984,0.1553,0.2793,0.2083
1081,1f12e476-f578-4a07-bc6f-578afed93e95,electronic,-0.5529,-0.6722,0.2533,-0.2662,-0.3722,-0.6381,-0.8736,-0.3052,-0.0451,1.131,39.0060,53.6052,84.2820,-0.7183,-0.8291,-0.7604,0.4601,-1.008,-0.1088,0.7361,54.9930,0.5353,1.2515,-0.8777,0.9769,75.4680,1.1093,-1.2121,-0.5923,1.1515,0.1916,-0.3621,-0.3334,-0.5488,-0.2555,-0.4696,-0.0789,0.7361,0.3950,-0.2969,0.2483,-0.1482,0.0086,-0.2219,-0.2258,0.3957,0.1238,-0.2410,0.0344,-0.1501,0.2086
1082,23402166-8aa4-48ab-b76b-007a1268f1b1,electronic,-0.5529,-0.7429,-0.2624,-0.0651,0.419,-0.726,-0.9192,0.5579,-0.1444,-0.7608,58.4803,62.8247,61.3265,0.2074,-0.9862,1.5446,-2.5026,-1.9446,-0.1088,0.7678,54.0636,-0.237,-0.4649,0.5377,-0.01,59.3172,0.5789,-1.7461,0.0482,1.3535,0.1934,-0.0429,-0.1901,-0.0710,-0.3761,-0.2697,1.0383,0.6337,0.6099,-0.0393,0.0637,-0.5682,-0.1303,0.3112,-0.1682,-0.0609,-0.2205,0.0610,-0.2141,0.1106,0.0121
1083,23e49633-8c00-4ff3-a543-255c2faee09d,rock,-0.5529,-0.8439,-1.2053,0.4592,-0.7085,-0.8041,-0.9466,-0.9669,-1.1089,-1.2573,75.3022,69.8581,70.1680,0.8245,0.7424,1.4623,-0.1324,0.8654,0.3761,-0.9933,16.2274,-0.237,-2.1814,-0.8777,-1.4492,74.8348,-0.8186,0.6624,0.7000,0.8941,-0.7888,-0.0740,0.0734,-0.4138,-0.3790,0.0543,0.1054,0.3931,0.3821,-0.0275,0.3743,0.2435,-0.5982,-0.1787,-0.1519,-0.6760,-0.0512,-0.1793,0.0365,-0.3623,-0.0903
1084,2469247c-8592-4895-ace0-ffbfdbb8ac4a,electronic,-0.5529,0.0748,0.0617,-2.0813,-0.5799,-0.1988,0.6767,-0.8374,-0.3004,1.0639,44.0903,25.4883,37.4300,-0.4869,-0.7505,1.38,0.4601,-1.4763,-1.5635,1.9736,40.4250,0.5353,0.3933,1.4813,0.9084,19.4831,2.2052,-0.1584,-0.2553,-0.4911,-1.0991,-1.0660,0.3775,-0.2150,0.6518,-0.3561,0.0061,-0.1951,0.2670,-0.3545,-0.4244,-0.4469,0.1712,-0.7860,0.2608,0.0601,-0.0455,-0.2379,0.5481,-0.7172,-0.5160
1085,25643eb4-f2de-4595-897d-e23700155a7e,electronic,-0.5529,-1.0256,-1.5588,-1.2074,-0.8964,-0.9798,-1.129,-1.3265,-1.4493,-1.5927,44.0947,32.3757,53.5898,-0.9497,1.4496,-0.0195,-4.8727,0.8654,-1.0786,-1.374,55.8386,-2.5538,1.2515,1.0095,-1.8055,54.8791,1.7908,0.1700,-0.3780,-0.7191,-0.4222,-0.3089,-0.4105,-0.2274,0.0042,-0.1706,-0.0149,0.2732,-0.8072,0.3720,-0.2180,-0.1592,0.1229,-0.0255,-0.2976,-0.2581,-0.0252,-0.4528,-0.0670,0.2107,0.1056
1086,2688e26e-3e12-40af-a4a8-2f9b47ca728d,hip-hop,-0.5529,-0.8741,-1.1463,-0.2019,-0.659,-0.8724,-0.9922,-0.8518,-1.0663,-1.217,52.6611,58.8673,63.8475,0.5159,0.1924,0.4744,-0.1324,-0.0713,1.3459,0.149,53.3432,-1.0092,-0.4649,0.0659,-1.2847,65.5269,-1.5986,0.3622,0.3835,-0.7292,1.0352,-0.4031,-0.2785,0.3492,0.3888,0.0436,-0.2512,-0.0402,0.2638,-0.4247,-0.1808,0.5968,-0.0518,0.1873,0.1390,0.7403,-0.4785,-0.2607,-0.0214,0.1906,-0.3048
1087,26b2e427-6e76-4c5b-8292-a7acadd8a845,hip-hop,0.3364,0.3474,-0.0414,1.0003,-0.5502,-0.8822,-1.129,-0.823,-0.0876,0.0442,76.1813,77.6417,101.0251,-0.564,-0.1219,-0.0195,0.4601,0.3971,0.3761,0.5139,85.9924,0.9215,0.8224,0.5377,-0.1196,98.8340,-1.8025,0.1123,0.4340,-0.2783,0.3219,-0.1316,0.0209,0.0330,1.0421,0.4663,-0.5544,-0.0360,-0.1088,0.1296,-0.3887,-0.1684,-0.9031,0.4119,-0.2939,0.2420,0.1461,-0.3596,-0.2690,-0.0791,0.2284
1088,2712a985-1951-4af2-b5b3-a7b953b7bbc5,electronic,-0.5529,-0.4199,-0.115,-0.4744,0.3597,-0.4819,-0.6365,0.6442,0.04,-0.7474,54.0468,57.8062,64.9958,1.5959,1.371,-0.5958,-0.1324,-2.4130,1.3459,0.7043,72.7368,-0.237,-0.4649,0.5377,0.3601,47.5326,1.8353,0.4040,-0.4158,0.0271,-0.1556,-0.2083,0.0129,0.0404,-0.2693,0.0290,-0.3916,0.4916,-0.2522,-0.1339,-0.1250,-0.2178,0.3953,-0.2435,-0.7772,-0.1268,0.5335,-0.5170,-0.0463,0.0059,0.0302
1089,2f46bec5-6923-454a-ad19-1f1d4c6e5b02,hip-hop,-0.5529,0.9127,0.3564,-0.4735,0.8739,0.8556,0.7679,0.0688,0.2812,0.5406,50.5935,52.5146,56.6874,-0.8726,-1.1433,-1.0074,0.4601,0.3971,0.3761,-0.2317,32.3394,-0.237,0.3933,1.0095,0.3738,56.5231,1.1773,-0.0781,-0.0564,-0.1238,0.3716,1.0862,0.9922,0.3897,0.5963,0.1392,-0.5542,-0.1779,-0.6560,0.4234,0.3033,-0.4478,-0.1752,-0.2144,0.4398,0.2685,0.0354,-0.2723,-0.0243,0.7905,0.4545
1090,2fdf5d42-209e-488c-ac33-b133a4bd3e46,rock,0.3364,1.4982,2.0801,-0.4389,1.5959,1.4608,1.1509,2.241,2.0684,1.7348,59.1704,56.7506,55.6183,1.5959,-1.1433,1.7093,0.4601,-0.5396,-0.5937,-1.3423,49.3904,0.9215,0.8224,0.5377,1.6074,45.0174,0.8773,0.7177,-0.3604,-0.3244,-0.5991,0.2448,-0.9865,0.1931,-0.2621,-0.1689,-0.1712,0.0496,-0.2180,0.6562,0.3527,-0.2454,-0.0006,0.1200,-0.2314,-0.2655,-0.2737,-0.2719,-0.1012,0.4874,-0.0548
1091,316a6eaf-9362-4269-9b6c-f8407765cdad,electronic,-0.5529,1.155,0.3269,-0.0042,-0.8964,-0.9798,0.8864,0.2127,0.1961,0.6211,59.2737,66.4029,58.6484,-0.7183,-1.1433,-1.0897,0.4601,0.3971,0.3761,0.0063,57.7022,-0.237,0.8224,0.5377,0.4698,58.5627,1.6636,1.4361,-0.2674,0.9746,-0.1670,0.7135,0.4196,1.1297,-0.2668,0.1367,0.5384,0.5118,-0.1260,-0.1670,0.2310,-0.6248,0.0532,0.4620,0.1775,0.0400,0.0084,0.1781,-0.1034,-0.0958,0.0055
1092,318599c8-8f14-3cbf-afb4-b151dc7528c9,country,0.3364,1.2963,1.7707,0.3411,1.1706,1.2363,1.1965,1.6224,1.7138,1.6408,59.2741,68.3890,71.5077,-0.9497,0.821,0.9684,0.4601,0.3971,0.3761,-0.7711,21.6816,0.9215,-0.4649,1.0095,1.4978,69.8363,1.9689,1.2526,-0.5541,0.5528,0.1086,0.5793,0.1404,0.5721,0.0197,-0.1451,0.3145,0.3809,-0.4039,-0.2495,0.1836,-0.8972,-0.1661,0.0571,0.4658,0.2125,0.2493,0.2292,0.0825,-0.6759,0.3701
1093,31d4a361-ee0a-44f2-8db8-b0ffc8179d2e,electronic,-0.5529,1.4881,0.1943,0.2237,1.5959,1.4608,1.1418,1.5073,0.423,-0.6669,46.0443,65.3309,79.8264,1.5959,-0.5933,-0.5135,-2.5026,0.8654,-0.5937,1.2438,74.5309,0.1492,0.8224,1.4813,0.8947,44.9054,1.1063,-1.1481,0.3324,-0.5616,-0.1241,0.1688,1.0606,-0.2660,1.0095,-0.1090,-0.4033,0.1561,-0.2023,-0.1563,0.5945,0.0462,-0.1294,0.1496,0.5555,0.2136,-0.6263,0.0254,-0.2460,0.1006,-0.0400
1094,32eace38-f6b5-477b-9b6a-6370775ebf7b,country,-0.5529,-0.2482,-0.4244,-0.9038,-0.5107,-0.6479,0.5034,-0.7655,-0.9671,0.809,49.5890,51.7295,60.4602,-0.024,1.6068,-0.3488,-4.2802,0.8654,0.861,1.9101,77.7863,0.5353,-0.8941,0.0659,0.648,59.3135,0.7889,-0.9213,-0.0022,-0.1307,-0.1094,0.2499,0.8613,0.2853,0.6086,0.0379,-0.6525,0.2193,-0.8301,0.1244,-0.5153,-0.8826,0.1002,-0.5177,0.2461,-0.0660,0.1751,-0.3902,0.1607,0.4724,0.0396
1095,33c9feaa-7d95-4bfc-9257-633772d93066,rock,-0.5529,-0.3997,-0.4539,-0.8678,-0.8964,-0.9798,0.4578,-0.9957,-0.8536,0.6614,28.4483,53.7851,66.2669,-0.4097,-0.6719,-0.2665,0.4601,0.3971,-1.5635,2.1798,49.2203,0.9215,0.8224,0.0659,0.4972,64.3157,2.3360,1.0649,-0.4880,0.0459,-0.1979,-0.0407,0.2554,0.1292,0.2249,-0.1215,-0.2447,-0.5430,0.1252,0.1090,-0.2666,0.5702,-0.0601,-0.3766,-0.7973,0.0576,0.2821,-0.0161,-0.4084,0.4772,0.5526
1096,36a77823-27f6-4fbf-a4a2-ab1aed7430c9,electronic,0.3364,1.1954,0.5774,0.1226,-0.8964,1.207,1.1965,0.1407,0.2954,1.3188,67.4522,74.5659,66.0459,-0.7183,-0.8291,-0.7604,0.4601,0.3971,0.3761,0.6409,66.6218,0.9215,0.8224,0.0659,1.1962,63.4797,1.8387,-0.2658,-0.4005,-0.7190,-1.0685,-0.9992,0.2170,0.3063,0.8686,0.3733,0.3050,-0.0992,0.2827,0.2112,0.1970,0.4712,0.2714,-0.2297,-0.0740,-0.4129,0.4004,-0.8092,0.5765,-0.0159,-0.6436
1097,3784ca06-2bbb-4a33-918b-f35df8867049,rock,-0.5529,0.5089,0.6363,-0.1846,0.953,0.6115,1.1965,0.86,0.8627,0.0308,65.3219,61.3616,65.5245,-0.8726,-1.1433,-1.0074,-0.1324,0.8654,-1.0786,0.4029,42.3046,0.1492,1.2515,0.0659,0.7439,59.8817,1.4354,-0.7252,-0.7552,0.6703,0.9822,0.8437,-0.0525,-0.1799,0.2314,-0.1340,0.3512,-0.2539,-0.3116,0.7257,0.0494,-0.1345,-0.0447,0.1975,-0.0776,-0.8291,-0.3409,-0.3928,0.3647,0.6042,0.5055
1098,3930c76b-f73b-4534-8bde-c3809dcc1415,electronic,-0.5529,-0.3289,-0.557,-1.2259,0.3399,-0.2476,-0.746,-0.2476,-0.428,-1.056,52.8137,38.9445,44.0687,-0.1783,-0.4362,0.3921,-3.0951,0.3971,1.3459,0.7678,50.0094,-0.237,-0.8941,-0.4059,-0.2293,57.7416,1.3307,-0.8373,-0.3885,-0.7157,0.1017,-0.2572,0.0030,-0.8070,-0.4577,0.1910,0.0641,0.3512,-0.3668,-0.0937,0.8321,-0.0179,-0.5629,0.3077,0.3693,-0.5682,-0.2070,0.0423,-0.0313,0.3477,0.7019
1099,3b6c7e5c-f6d7-4b12-8def-a786ffd1266e,electronic,-0.5529,1.5184,1.6529,1.1931,1.5267,1.4901,1.1965,1.4929,1.6287,1.7616,84.8685,89.9952,83.6007,1.7502,-1.1433,-1.0897,0.4601,-2.8813,0.861,-0.8505,77.1291,0.9215,0.8224,0.0659,1.6211,79.1405,0.1812,-0.5410,-0.7560,-0.3238,0.1662,0.5769,0.8031,-0.3918,0.2404,-0.0304,-0.1947,0.2894,-0.2401,-0.3970,-0.5468,-0.6415,0.6531,-0.3155,0.0919,-0.3734,-0.4765,-0.3493,0.1866,0.1717,-0.1197
1100,3bfa0ee7-a07a-46ea-8037-3e5dab5d5cff,hip-hop,-0.5529,-0.8640,-1.1758,-0.2584,-0.7282,-0.7943,-1.0195,-0.9237,-1.0238,-1.3378,55.1182,57.6482,58.1381,0.2074,-0.0433,0.1451,-0.1324,-0.0713,-0.1088,0.0697,54.7241,-1.3954,-0.8941,-0.4059,-1.3806,58.6955,-0.2637,-0.4036,1.2367,1.6913,-0.0303,-0.1341,0.0934,-0.1121,-0.2104,0.5825,-0.3737,-0.1870,0.7058,1.4616,-0.2618,-0.2778,0.3041,-0.1354,0.0315,0.2021,0.0345,-0.0059,-0.0053,-0.1710,0.1150
1101,3cc25464-5862-4d23-a873-9d0a47fd4594,hip-hop,0.3364,1.4680,1.1962,1.6528,1.5069,1.4413,1.1235,1.3779,1.2315,0.8761,89.1038,91.4250,97.1983,1.7502,-1.1433,1.5446,0.4601,0.3971,-0.1088,-1.0884,63.3383,0.9215,-1.3232,1.0095,0.8124,90.1208,-1.6690,0.1938,0.0411,-0.7368,0.7942,-0.0600,0.7795,-0.5751,0.4064,0.5571,0.0349,0.2961,0.0060,-0.1469,0.0078,-0.0002,-0.1116,0.0536,-0.1457,0.7290,0.0886,-0.1206,0.6546,0.0989,0.3078
1102,3cf43202-0610-468c-90c8-04c4cbcb1159,hip-hop,-0.5529,-0.8136,-0.8222,1.6671,-0.6887,-0.7748,-0.9283,-0.7367,-0.8394,-0.7340,91.7905,94.4589,93.1725,1.7502,-1.1433,0.7214,0.4601,0.3971,0.3761,-0.8663,47.2418,-0.237,1.2515,-1.3495,-0.9146,93.2437,-1.3557,0.6297,0.8212,-0.1265,0.7934,-0.8803,-0.0053,0.4998,-0.0622,-0.4571,-0.3848,0.1881,0.4891,-0.4723,-0.7035,-0.1055,-0.8471,0.2663,-0.1553,-0.0195,-0.8921,0.5479,-0.1788,0.4046,0.0961
1103,3d7ffe84-be03-49ee-acb1-edc0e0bbce9a,country,-0.5529,0.2161,0.0765,-0.4073,0.6662,0.1429,-0.0164,0.7305,0.04,-0.0766,62.8456,53.6637,59.6850,1.5188,1.2925,0.6391,-1.91,-0.5396,0.3761,-0.3428,39.8165,-1.0092,-0.0358,-0.4059,0.2094,64.5797,-1.0643,0.9470,1.0746,-0.9174,1.0969,-0.0687,-0.4853,-0.1967,0.0609,-0.3605,-0.2023,0.3423,0.5476,-0.4480,0.2427,0.6008,0.0567,0.4999,-0.5610,0.2975,-0.2884,0.0870,0.3339,0.0686,0.0527
1104,3ef7e1a4-9dbc-413d-8a5e-5c704b1f86c4,rock,-0.5529,-0.965,-1.2347,-1.1623,-0.8964,-0.931,-1.0104,-1.082,-1.194,-1.1633,35.6891,39.4798,49.2658,-0.1012,-0.3576,-0.1842,0.4601,0.3971,0.3761,0.6567,63.7413,-0.237,-0.4649,1.4813,-1.3532,51.0742,0.8640,-0.9818,-0.0467,0.6171,-0.3138,-0.5678,0.4468,-0.0479,-0.8409,-0.1351,-1.0454,0.4370,-0.5439,-0.1787,-0.1315,0.1884,0.1021,0.5190,0.4624,0.1386,0.3270,-0.0245,0.3844,-0.1500,0.1074
1105,3f8ea76f-506e-3a4f-87f9-a2900ffe4142,electronic,0.3364,1.5487,2.198,1.0955,1.6256,1.5096,1.1965,2.3417,2.1677,1.8287,81.5876,80.4262,89.4401,-0.9497,-1.0648,1.6269,0.4601,-1.008,-3.0182,-1.374,40.9129,0.9215,0.3933,-2.765,1.6897,80.0708,1.9611,-0.1732,0.4312,-1.5420,-0.5547,-0.8956,-0.4856,-0.3201,0.0651,0.6123,0.4915,0.3999,0.1194,0.4507,0.2889,-0.5239,-0.1512,0.4729,-0.4145,-0.3080,0.3185,0.1456,-0.0245,-0.2103,0.1752
1106,41e5915d-add9-4d67-84d9-f7db3f0c7700,country,0.3364,-0.9044,-0.5128,0.4279,-0.7381,-0.8431,-1.056,-0.5929,-0.5557,-0.2778,57.6124,68.1501,81.4835,-0.7954,-0.9076,-0.8427,0.4601,0.3971,0.3761,0.3394,48.1848,-0.237,-0.8941,-0.4059,-0.4623,80.0586,-1.5665,0.9038,-0.6742,-0.0103,0.5787,-0.0400,0.8037,-0.1251,0.5168,-0.2038,-0.3745,-0.2935,0.0544,0.3941,-0.2929,0.0233,-0.0624,0.0621,-0.6924,-0.3735,0.3313,0.0853,0.0768,0.6471,0.0459
1107,449e8f48-40a1-3486-886d-ceb3393d1089,country,0.3364,-0.8338,0.0765,0.084,-0.4118,-0.8041,0.6858,-0.3771,-0.0309,0.3394,65.1033,64.3857,66.3760,-0.6412,-0.5933,-0.7604,0.4601,0.3971,0.3761,0.6091,51.6603,-0.237,0.3933,-0.4059,0.2231,68.1154,-1.5766,0.1966,-0.9209,-0.6291,-0.5710,0.8589,0.3180,-0.4158,0.4951,-0.2079,0.0445,0.3953,0.0412,0.0148,-0.4769,-0.2843,0.1822,0.3265,0.3355,-0.1576,0.2490,0.3163,0.1256,0.8238,-0.3603
1108,44c2f83a-7e57-4f7a-9c43-07cb437e5d2c,electronic,-0.5529,-0.5309,-0.336,-1.3031,-0.6887,-0.5795,-0.5271,-0.5929,-0.3288,-0.2107,33.6735,37.2055,41.1168,-0.1783,-0.4362,-0.8427,0.4601,0.3971,0.3761,0.7837,49.2879,-0.237,-0.4649,0.5377,-0.3937,41.0825,-0.0927,1.1735,-0.1754,0.8293,0.3879,-0.2427,-0.6092,-0.3715,0.0001,0.3291,-1.1920,0.7593,0.1957,-0.4064,0.2501,0.3834,0.0069,0.1933,0.0472,0.4820,-0.8090,-0.1127,-0.3046,-0.4643,-0.0148
1109,4546e612-c394-4457-9eb3-d7f8e92532a6,electronic,-0.5529,-0.8640,-1.3231,-2.5628,-0.6491,-0.8236,-1.0104,-0.9525,-1.2224,-1.4048,14.1104,14.7852,12.7671,0.3617,0.271,0.1451,-0.725,0.3971,-0.1088,0.5615,25.7422,-1.0092,-0.4649,-1.3495,-1.4492,14.1104,-0.0961,-0.2736,1.2901,0.9917,-0.6726,0.2096,0.8134,0.2919,-0.4838,-0.3006,-0.0523,-0.1353,0.7704,-0.4967,-0.3007,0.8010,-0.0688,0.3149,-0.3253,-0.3798,0.3266,0.1841,0.0028,0.2664,-0.1075
1110,483ac6b2-555f-41ad-9a8c-7ff51e887b5d,electronic,-0.5529,-1.0155,-1.2495,-0.5732,-0.8865,-0.97,-1.1198,-1.1251,-1.2224,-1.2304,34.9350,47.3815,71.8995,-0.9497,-0.1219,-0.0195,0.4601,-1.008,0.861,0.8947,89.5577,-2.5538,-0.0358,1.4813,-1.3395,72.1124,1.7927,0.0222,-0.4543,-0.5159,-0.4250,-0.8944,0.0286,-0.8241,-0.0844,0.5941,-0.2213,0.2276,0.3593,0.9489,0.6404,0.5198,-0.2100,0.1051,0.5527,-0.5852,-0.2098,0.1029,0.4674,-0.2310,0.4572
1111,48427a05-3742-41e8-a217-6f192ae9da02,rock,0.3364,0.731,0.7836,-1.1008,0.6168,0.5432,1.1965,0.4428,0.6074,1.0236,41.5514,41.4500,51.7196,-0.7954,-0.9076,-0.8427,0.4601,0.3971,-0.5937,0.0539,38.3219,0.5353,1.2515,0.0659,0.8809,49.1291,-1.3333,0.0181,0.4248,0.3778,-0.5043,0.1180,0.2024,0.3916,0.5069,-0.2162,0.2272,-0.1600,-0.4700,-0.0115,-0.1243,-0.1189,-0.0569,-0.1404,-0.1870,0.1303,0.0205,-0.2937,1.0144,0.3121,-0.0848
