	genre	hash	histmax	histmed	histstd	faces
286	electronic	345eee80-84f0-4f12-8c72-807d7e5038ed	0	0.0	10473.548686564824	0
287	rock	3553a37d-92cd-3d5a-bd6f-0191713daa91	0	0.0	5912.389022808907	1
288	electronic	3c0995a3-978e-48e8-8ff6-01a7b501228e	255	0.0	7647.78488839865	0
289	hip-hop	41e7289c-9db7-4a4e-9bfb-54e0a81ba57c	255	0.0	9784.13688168411	0
290	hip-hop	4280a2de-5ed0-357a-909e-92fed90dce09	0	0.0	6583.856680180413	1
291	pop	5657f5dc-d0df-41f4-8134-12df29236c22	0	0.0	6140.366825043416	0
292	electronic	731fd3d3-10ea-4a41-9e6d-871488e53f54	0	0.0	6011.518493496984	1
293	pop	780902b9-e89f-473f-8616-7d27c0d3f22c	255	0.0	6138.6457494074975	1
294	pop	7ed462e2-6bab-4a60-8875-41f217b699dc	0	0.0	5838.696112401189	1
295	electronic	81e6ae73-ac28-4e45-a350-62ec44049c80	0	0.0	6280.006707487959	0
296	country	85989de3-a24d-4f68-b170-9d6631042e45	255	0.0	5859.120780818464	1
297	electronic	9c24605d-c777-4e41-8cdf-e246b49ae643	0	0.0	7481.245382987298	5
298	country	a9e929ac-5a2b-4e7b-9718-adc2cbe17f99	255	0.0	5961.554917566075	0
299	rock	a9fbae55-7780-4868-9363-2caebfaea5ba	0	0.0	6114.832656579308	0
300	country	b4a7df4f-2a4c-4554-b24e-98e190f60345	255	0.0	5914.352060282576	1
301	country	c0e58077-b627-4130-bb95-c6e3659469d9	0	0.0	8058.965310205382	1
302	country	c25b0906-b5ab-495c-8979-fdda63c231a9	255	0.0	5878.759625164883	0
303	country	c382865c-1a47-4650-97be-e8e12272e211	255	0.0	14819.21034541715	0
304	pop	c9f2922b-3334-452a-b745-334724bf4830	255	0.0	5826.97022373388	0
305	electronic	d1727eed-2480-43d8-aa97-e980f365224d	0	0.0	7122.65673940165	0
306	electronic	d5f90194-031d-4192-88f5-9bb89ce632bd	255	0.0	5936.339894231441	0
307	rock	dc45d5c5-c6ea-4645-ba49-757642a8c2b5	0	0.0	10194.192067169608	0
308	hip-hop	dcc9ac72-5226-4d11-bd61-872e0be24545	255	0.0	6283.414433363937	1
309	country	de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b	255	0.0	5939.151485126579	0
310	rock	ea5a35c8-4192-4bd9-af6b-dd244197a8e5	0	0.0	6449.845960188217	0
311	hip-hop	f954f852-11e3-46be-ad30-fd3de8e8a5e4	0	0.0	5889.979907979844	2
312	hip-hop	fea30be1-e7c0-4fd2-ae80-c8d06c8d6326	0	0.0	7339.03270698658	0
313	electronic	15d7a651-3550-442e-bd48-acbed0efb901	0	0.0	6270.556524033073	0
314	rock	196e0ccc-8976-45af-a865-b109218539c3	0	0.0	6752.260842152705	0
315	electronic	1e400551-b1cc-4077-bc82-844b58ef13b4	0	0.0	6283.485550246474	0
316	rock	1fc32de4-cedd-4569-9e71-372d469d96e6	255	0.0	10620.80030621663	4
317	electronic	495c9999-ebd7-44ab-a631-f3c626b17246	0	0.0	6473.459479808208	0
318	pop	4d48cb3e-cb7e-487f-a538-c309bd754877	255	0.0	7288.486025435513	1
319	electronic	5ea95501-8ae3-461c-b4ec-c9aa83e61fc9	0	0.0	8279.229867047192	0
320	pop	74ef9d9e-298b-460a-8730-5222f4eb2374	255	0.0	6605.704692784961	1
321	electronic	7992c871-d621-446e-a364-c8c0aec3f769	0	0.0	14780.556205572706	0
322	country	8d98da87-6191-4bc5-83d9-800ff42a7b27	0	0.0	6187.5353638509605	1
323	hip-hop	94638975-a7ed-4d4b-be00-960c89c55027	255	0.0	5962.251015831291	1
324	electronic	9577d663-00f4-4ecc-a38c-0c5c1b62bb30	255	0.0	11838.696064343667	0
325	hip-hop	99ffd1a9-45bf-4f5c-92e2-a4b22e0ba85c	255	0.0	6356.2227479135545	2
326	pop	9b88cf3e-4077-4c1b-b5c2-148a7c7066c2	0	0.0	5826.924365941801	1
327	hip-hop	a5727d40-4f38-49df-a3f0-13b619ed4814	0	0.0	5916.554597126714	1
328	pop	b32b3292-55db-4883-adaf-786171f381a1	255	0.0	5866.822289565601	5
329	rock	bbfd46c9-8647-473d-8382-917920724ea1	0	0.0	9694.657315493094	0
330	hip-hop	be4c8191-7b29-4667-98ff-962059c3c486	0	0.0	6003.277666916111	1
331	hip-hop	c4cf23d5-c0f6-49f8-b892-87f044f377e1	255	0.0	7633.1801733349475	2
332	pop	cdd3e963-3ef7-484e-b266-3f2d5d631b3b	0	0.0	5901.345500379023	0
333	pop	d145e18a-6cbe-434b-82fe-dd680d45b060	0	0.0	5845.792926661554	0
334	pop	d22a36ce-2a5d-48d3-a3f6-4c226a8fac26	0	0.0	6809.9283704130285	0
335	pop	d9d6d2d0-8552-4c12-982d-49cc6a4d7a7e	0	0.0	5891.42758557667	1
336	pop	db04b015-973a-4fe4-8b1a-2ac0ce0a248e	255	0.0	9325.382088979988	0
337	country	db1f317d-7c44-474b-9be6-3302eb52fcb2	255	0.0	10448.401779885104	1
338	pop	e90554b3-6ad4-4359-b917-85a22fcc0753	255	0.0	5855.337121018844	0
339	rock	ea074fb8-888d-42a0-b2f9-d73b0039f5c0	0	0.0	5842.557104516074	1
340	electronic	f4bf1058-372d-42c2-bcd0-d1a501cf1428	0	0.0	7101.579469176646	0
341	hip-hop	091786c8-db0d-4ce9-8a60-f13bda4abfd9	0	0.0	6496.547840187413	1
342	hip-hop	0b98781c-a8ec-4a9e-a4ed-0fdfd1033ced	255	0.0	5994.17601360114	0
343	rock	0f69648e-04c6-3082-9cd2-f973cb191781	255	0.0	5881.326831658077	1
344	hip-hop	1915dbf5-31f1-486d-891d-9bdc92935cd9	0	0.0	6696.715775930299	1
345	pop	22c7b8ee-a6a6-4818-a9a7-843fbb2c9d03	0	0.0	6334.191609025082	0
346	hip-hop	240fd4f6-217a-47f3-a81a-90a08d4cc360	255	0.0	6157.118133269107	1
347	hip-hop	25b6299e-1ab1-440b-b204-5306b399d5c6	255	0.0	6404.905640954537	1
348	electronic	26f618e5-3259-4e4e-94ca-5df54bd1469d	255	0.0	13204.38462201453	0
349	rock	30214efe-bc85-48c3-b5a1-39d50fd3dd11	0	0.0	6788.941688223116	0
350	hip-hop	3a131446-032a-4190-a101-72f85d65a5bb	0	0.0	6103.147089373748	0
351	pop	489287ff-44ee-4e14-9653-3a257980d728	0	0.0	6203.475096858514	0
352	rock	6692240d-55c2-471f-8b9e-f4b5f575e2d1	0	0.0	6076.354792670211	5
353	electronic	6ac9f4c6-3f11-44e6-872a-5ae6fa8b15fe	0	0.0	6907.6083893165405	0
354	rock	6eb585f4-b80c-452a-9bc5-149ad3b90e78	0	0.0	10315.624268971498	0
355	hip-hop	71330c9f-b5d1-4204-9fa0-c0cc63d4054e	0	0.0	7298.487997042179	0
356	electronic	73432ed1-f2c5-47cb-8bcd-cf4970a73bad	0	0.0	6056.539403882489	0
357	hip-hop	776dd212-5050-4c76-88bc-089d9a51369d	0	0.0	5992.390398781296	0
358	rock	78e0a82c-f6e3-45fe-8f5c-190ae91bf357	0	0.0	6714.866249307856	0
359	rock	7f634e83-03a4-4ef1-aaa2-b520e4415e6b	0	0.0	6074.891514270544	0
360	country	8c7383c8-2020-4cae-9a6e-74acbb22c7bf	0	0.0	5989.298260426153	0
361	rock	96ec45d1-859f-4179-a59c-d7b4faef77f0	0	0.0	6797.206868622122	0
362	hip-hop	98450cf0-1972-403c-ab5f-318003cc6c6c	255	0.0	5839.34256218915	0
363	hip-hop	a42b2f39-dd6c-4db0-896f-456d2ad0c474	0	0.0	6205.902251397959	0
364	country	aae883ce-905d-4b1b-8440-037e4102bf7a	255	0.0	5842.000617497721	2
365	pop	abba4d7c-b9d5-3259-b4d9-fe43a6f23c30	0	0.0	6232.127671076208	1
366	rock	ca485ab0-da87-4fdf-9564-6664f23a7945	255	0.0	5874.4292086417845	0
367	pop	d05c7c9a-a636-4b12-ac6b-c1de3a56bc65	0	0.0	6889.563337430664	1
368	rock	d17140f6-62b7-4fc6-a066-907be5f6e70c	0	0.0	5968.485523263523	3
369	hip-hop	d1918911-da23-4c5b-8a1d-31c69731110b	255	0.0	7729.038170624385	4
370	pop	ede858b2-0b08-4944-bc2e-88dc50f8ba9f	255	0.0	6251.04919224815	0
371	country	f03e1045-590b-3853-8b75-0fc0e6698187	255	0.0	6988.877007375273	0
372	country	fa0d5bfc-58c9-43c2-aea3-fa0edb56e83f	255	0.0	8178.505809102983	1
373	electronic	fc648794-6666-4a13-83e3-0f20dc8a4c0c	0	0.0	6275.353036943919	0
374	country	01bbbb06-115a-4993-b28e-9e30dea19184	255	0.0	6189.932126483193	0
375	hip-hop	07209a3d-955d-4889-ac8a-8b54a0f744d3	255	0.0	12551.139794948655	2
376	hip-hop	1deab224-1c7c-45b1-a081-8f9f4655c0fe	0	0.0	8754.158012276579	1
377	pop	2531f259-9f0e-4424-9c5b-e2275bd42239	0	0.0	6236.369229605376	0
378	rock	2c8efc87-84d5-4519-8898-934c82c6bf46	0	0.0	5861.304177412758	3
379	electronic	2ef79631-26b6-4b63-b55c-8863394003cc	0	0.0	6248.839527576801	1
380	electronic	39790482-0def-4b62-8daf-7cb8051aa71b	0	0.0	6760.299688542384	0
381	electronic	441a4aea-4451-419a-98dc-2b5fe242dc04	0	0.0	6605.986594500381	1
382	rock	45090fb9-77ab-3a0f-b6fd-37f6db33c2aa	0	0.0	5891.799037844362	1
383	electronic	47c4a416-cf8b-44b2-ae05-7f810c6e149e	255	0.0	6767.837871079563	0
384	electronic	49133b41-e394-34cd-91b0-3795f9208bf3	255	0.0	6028.875791438546	0
385	electronic	4d7cc51a-28fe-4f4c-8b5a-f91a12ee00e3	0	0.0	6228.323138155345	1
386	hip-hop	4e390c3e-a1eb-4e20-9679-8d52ca76dee6	255	0.0	6052.63908445884	0
387	electronic	57172fbc-f0dd-4a14-9e97-d7d366f90e01	255	0.0	6870.03632888184	2
388	hip-hop	650ae81b-89d2-46cf-a3f6-be34046a7303	0	0.0	6690.418485544737	0
389	electronic	69ffac87-4f95-47ba-8826-a9ae8e643f61	0	0.0	6033.628594762132	0
390	rock	6a76b16c-be39-3175-a4e8-8ed2ac969a6d	0	0.0	5889.681308029853	0
391	pop	6a902bb8-31bd-32a9-bef2-31cdfff84082	255	0.0	5843.226363237288	0
392	pop	6bb236f1-4c11-3308-bae0-804a90ae347b	255	0.0	5961.640222012626	1
393	country	7e1cceaf-cfe8-44a5-bc4e-35505940e8f6	0	0.0	6583.801943797843	0
394	pop	823d0afc-b1ff-4be2-b995-47565a417005	0	0.0	7167.773365525116	1
395	rock	82f14d3d-094c-4c93-8892-51d5099f6872	0	0.0	8738.763211842752	1
396	rock	84d537c0-bc24-43dc-ba55-377c25e9c17a	255	0.0	6664.207642616356	1
397	country	9393e707-e105-42b5-aaac-c2a524a7a589	0	0.0	7417.733057669557	1
398	electronic	97b97ec9-8b73-3a0d-aa3c-bd5ae117453e	0	0.0	5911.1731706917735	1
399	pop	9820fea9-39da-3e96-830a-202b6cde8253	0	0.0	5860.42271732861	8
400	hip-hop	a047b949-977d-4f8e-ad97-c7fdd621fe79	0	0.0	6529.801445524109	0
401	electronic	af3388d9-3416-4dfc-9453-8927f5b0a0bf	0	0.0	7142.765775102021	0
402	pop	afdcccfe-5188-4718-b238-a6145487afba	255	0.0	5955.700540304328	1
403	pop	b0beb1c8-1ed7-3dda-a77a-ad48fde73104	0	0.0	5965.894347966091	0
404	electronic	b5d8192f-6924-4e2c-952b-b10b69eb2cfa	0	0.0	8529.854399356342	2
405	country	bb572612-98ed-4cea-8893-2cdc5dee7c81	255	0.0	5918.012944141914	2
406	country	bd18c7e3-7248-4f68-90f7-f5f0c4c491ac	0	0.0	5841.572927022204	0
407	hip-hop	cc491072-7ed0-40c1-a36b-4499e86de2b5	0	0.0	6059.887294292796	0
408	pop	d61a6676-7851-4a10-811a-cb9aaed06d23	255	0.0	6040.94800449141	0
409	electronic	daf41569-527f-4ab1-8cda-d28a438873cc	255	0.0	6844.47849918321	0
410	country	dd54d9da-975d-4b47-bbc4-c809f99f9426	255	0.0	7933.6592235727685	0
411	rock	e30870f0-4c78-4465-98ed-40077948a650	255	0.0	6016.447334377967	0
412	electronic	e403facd-913e-4ab4-a8b4-d397c79550e2	255	0.0	5883.187014639153	1
413	country	e8bd2c33-ff7d-40dd-84ba-c016d8d08c7b	0	0.0	5971.390636754453	2
414	country	efe4802f-5faf-39b2-8e62-ea01b9906460	0	0.0	6768.19304639586	0
415	hip-hop	f7b5f3c0-a688-4433-85bf-f478ddf5edff	0	0.0	5927.2336932085145	0
416	electronic	0194abe3-f137-3757-b639-2566af63036d	0	0.0	5830.8397655135195	2
417	electronic	07d28133-913d-4121-9f5a-a96f991c3733	255	0.0	8589.540102238812	0
418	electronic	13742f8b-d981-48b5-b1e0-1acb3e21d520	0	0.0	7155.882871860134	1
419	electronic	14ccf0a8-9085-4713-97f9-e9da16dbed2f	0	0.0	6432.992390610783	0
420	country	163ecae4-6bb7-479d-8e90-92aa03cb79bc	0	0.0	5885.282052037204	1
421	pop	17a635c3-c8ec-4dbd-a438-5e540d49e3a3	255	0.0	5827.85125463011	0
422	pop	24a08714-2e03-4798-b739-d9a2cc5bf5f2	0	0.0	5856.928448894417	1
423	rock	29f32ce1-8b4c-4757-bd11-d9a072fc11db	0	0.0	5826.9680081470115	0
424	country	331b3e8d-c13d-4664-b066-2c455c77ffd2	0	0.0	5894.168838179709	2
425	hip-hop	3a2c6c46-5b25-4690-8bde-d4ce9f4d211f	0	0.0	5929.405553903043	1
426	rock	3a65e08a-a077-4fcf-b81b-901fa9104fc8	255	0.0	6582.873143561157	0
427	pop	3bfea784-6dfd-48bc-9f0a-c280d591f8f9	0	0.0	6624.319283129683	0
428	country	3e5abaf6-faca-4d56-b272-d6931e1bd164	255	0.0	8750.645823711027	1
429	pop	437a177e-71a7-4cc3-9af4-f6fad7636fdc	255	0.0	12856.240755496192	0
430	electronic	47949ab9-3cbd-4fe0-8e6a-46539a6cae80	255	0.0	7371.2028018562705	0
431	hip-hop	4eb56cea-ca17-4f14-bf98-cfdef3947c7f	0	0.0	6103.275648102315	1
432	pop	60e1752d-8eb1-4b53-a2f1-0f3c4226e25d	0	0.0	5837.869283354266	0
433	pop	6acf7da7-d6e5-4a92-b160-5efe87ed68a7	0	0.0	6020.848546080839	3
434	electronic	79373ec3-88b1-4186-815c-1633b0011f75	0	0.0	6346.963463502153	0
435	hip-hop	7cef5d37-90ac-4b7e-8e76-31a02363f431	255	0.0	8287.26456184239	1
436	country	805e1717-04f2-39c2-86fb-64d036d63c11	255	0.0	6885.2525691804685	0
437	country	81e0d103-5fbe-4765-8c75-8ba33c30b36b	0	0.0	7192.143795218068	1
438	country	97f5ade7-e87d-480c-a956-cab764c0a6bf	0	0.0	6644.175408828492	1
439	pop	9f33230f-a517-467e-bf7a-dcd13d3e3a71	255	0.0	7077.937437084426	1
440	country	a1307a83-8a01-4e6c-9b69-ba1aa01b9171	0	0.0	10427.202561651842	0
441	hip-hop	a5d1ef39-09af-45ea-a3d7-8af0a91a691a	0	0.0	6608.145390645263	2
442	hip-hop	b12c60d7-80c9-4391-b885-22dd289759e7	255	0.0	5827.638856735312	0
443	hip-hop	bd10b986-eca8-40a9-8ded-dd7804d271fb	0	0.0	6487.006007505022	1
444	pop	c98a6b0b-dc91-431c-9be1-bbbc74833642	0	0.0	5867.745440848107	1
445	hip-hop	cc32d408-de18-4a62-a74e-e5f222582d4c	0	0.0	6530.23406781631	0
446	pop	e3c33f03-3324-3ace-b5e2-887dba7795fd	0	0.0	6093.355771542783	0
447	hip-hop	e4345f70-efb0-4d01-9add-6f8ca578ed4a	255	0.0	6218.396528585063	1
448	electronic	e50d6802-fa4c-474f-a003-1d00b89f73c3	0	0.0	7219.211985487492	0
449	country	ee553dec-4f1a-4d55-8146-32151ee4a466	0	0.0	6842.361296605233	1
450	electronic	eefa6f79-d77c-4030-a6ac-52b8e751d38d	0	0.0	6449.945281078457	2
451	pop	f6b46dc2-2be1-46c4-b50e-e1ff9300e83a	0	0.0	10263.038834628549	1
452	hip-hop	09d13236-51ed-458a-b752-832868623f04	0	0.0	8255.452172134865	1
453	hip-hop	15954da7-7d95-4813-abfe-b7c61e4d0975	0	0.0	5981.7627421945	0
454	pop	16c2685c-36cd-475f-bfaf-8ceb8bbd95ee	255	0.0	6233.276702443007	0
455	rock	1cd772fd-838a-4a20-b1d7-f6d40877a60b	255	0.0	5903.62657245792	0
456	country	2251575e-382f-49f3-8778-2fd3b731db2c	0	0.0	5928.735025610966	0
457	electronic	4157e946-dc6d-44bf-b9b5-ecfef34ed73c	255	0.0	14068.690827424429	0
458	hip-hop	6155451e-57a5-4ce0-9a91-8a119fbe59cb	0	0.0	6224.832954272248	0
459	country	61fccb9b-a912-4875-8c86-d889518179c9	255	0.0	5870.278678369431	2
460	hip-hop	6312f231-415c-4317-b145-460edfce1806	255	0.0	5824.388366158609	0
461	country	72c77ef7-aa04-44b2-ada4-ebb718bf53ac	255	0.0	6188.690717815946	0
462	country	7db4927b-6dd8-4e78-abc5-ba51ff5cd9d5	255	0.0	5888.131861329724	1
463	pop	853dc35d-8f09-345e-81e7-cee78e6a5c34	255	0.0	6057.864266608839	0
464	hip-hop	86c91629-9d6c-416b-8b2e-3ba4e6ed0b07	0	0.0	6549.032090638948	0
465	electronic	8fbf22dc-2393-405b-a6d1-71a7e87cfd08	255	0.0	11069.644014043823	0
466	hip-hop	9116ee21-a76f-4322-bbef-7545ad3155f7	0	0.0	7618.820237319801	1
467	rock	954f8d9c-b667-4f3b-a6e0-1e00da7e2371	255	0.0	6099.7680760854555	0
468	electronic	a01c4390-05eb-4192-9f7c-e1a1e5246e96	0	0.0	6728.629539547318	0
469	electronic	a57ef7f3-7cc3-4552-b945-778531ce0c61	0	0.0	6403.256931595925	0
470	rock	ac3c348f-8d12-40bd-8def-7aa67d4946a3	255	0.0	6871.3045877970835	2
471	rock	b0621012-1b76-4283-9a94-167cb787dbc2	255	0.0	5844.124513734392	1
472	electronic	b9c004a2-0c3b-4e09-bee3-d147872a9266	255	0.0	7458.953201574685	0
473	pop	c7ecf410-d423-4cdd-a97d-1e47104fab8c	0	0.0	6372.133573407243	1
474	hip-hop	cd37f7e0-592e-4da1-852f-1c416aa4cf57	0	0.0	7311.510771497144	1
475	rock	d4cccd1c-61fb-4939-aa53-49798314724e	255	0.0	8480.551595921917	1
476	country	e2b314d5-5a49-48a1-83df-26172acb37d7	255	0.0	5920.255131682989	1
477	pop	e686f0f9-d7fc-4db3-b918-542e6963ebec	0	0.0	5969.199720950352	0
478	rock	f677da4a-c069-4ae2-9bde-bafdcaa3eaa9	0	0.0	9576.599639347141	1
479	pop	f9720b6d-5c8c-42cd-ba94-685394ae4a9a	0	0.0	6596.700757113836	0
480	country	fe7cefee-997f-4cd7-899e-de5db2566d29	0	0.0	5891.806995138992	0
481	hip-hop	0584c25b-a8a9-4f0a-8e1b-2ad1549e5ffe	255	0.0	7433.4333133632645	0
482	pop	0789780c-0059-44f7-b4f5-5a06de3dcd26	0	0.0	6261.903267165962	1
483	hip-hop	0f5f0366-f199-46dd-bbbd-34b282890e91	0	0.0	7553.732275183986	1
484	pop	16bca431-2228-4156-8f12-1932b72c2335	0	0.0	11513.637694701174	3
485	country	254c7aa0-83c4-4ad0-9cb6-39cdff4934dd	0	0.0	6493.6724396835925	0
486	hip-hop	30e4620f-b5b5-46b5-af6b-57457d33d716	0	0.0	6329.457437191497	0
487	electronic	323b22de-fcba-4881-a9e7-7c495000e9ed	0	0.0	7625.777705984731	0
488	pop	3a0138b9-1ec5-49ee-a07d-80044fc683db	0	0.0	7130.979878484005	0
489	electronic	4f090737-cafa-4781-be6c-8ade7da5d681	0	0.0	5938.575727881328	0
490	rock	5aca9cda-fc06-47ce-a5f3-bf415b1710e4	255	0.0	5946.110010899458	0
491	pop	5f9ff8e2-8007-4c2d-9559-b98ec27ff776	255	0.0	7259.102462329192	2
492	electronic	74204276-618e-43d5-99e5-829328fee10a	0	0.0	6120.164684199172	0
493	pop	84c9200f-d9d7-48c0-a274-2df3f1c9a8ba	0	0.0	6680.658485567215	0
494	country	88a77286-9fef-405b-be10-a2f12877cb22	0	0.0	5926.7277705666775	1
495	pop	8c468df7-03af-4245-bd83-be085d9d6bf6	0	0.0	7087.130717066058	3
496	country	93d7160a-ebfe-4678-908e-037e3952a96e	0	0.0	6595.3010577962805	1
497	rock	bff295ae-51d0-470f-b6a9-d511643e753e	0	0.0	14032.523948709077	1
498	pop	f8de22b6-c66d-4036-9311-cb80b57c0d32	0	0.0	8599.489301924054	0
499	pop	faafdc60-4be5-4a22-8e8c-670ec5d385e2	255	0.0	6036.302045683164	0
