,genre,hash,histmax_b,histmax_g,histmax_r,histmed_b,histmed_g,histmed_r,histstd_b,histstd_g,histstd_r
218,rock,1e16f409-d014-430c-b5e3-3e0a1bab2e64,0,0,0,1951.0,533.0,1515.0,0.0,0.0,0.0
219,hip-hop,1158929a-8a88-4b06-a7c9-cd5930db146e,0,0,0,4795.0,3934.0,931.0,0.0,0.0,0.0
220,hip-hop,79991c08-21fb-4aba-87a6-b681ddf44bf2,0,0,0,3117.0,875.0,754.0,0.0,0.0,0.0
221,hip-hop,d33ce12c-6973-4b81-bdfe-21ebabedc158,0,0,0,34725.0,39513.0,2901.0,0.0,0.0,0.0
222,hip-hop,0c378146-0be6-34af-8f0a-95f8d29a5c8c,0,0,0,26223.0,5474.0,15467.0,0.0,0.0,0.0
223,pop,6d969bc3-6575-44e7-87eb-a2142c20163d,0,0,0,15.0,4.0,0.0,0.0,0.0,0.0
224,hip-hop,07209a3d-955d-4889-ac8a-8b54a0f744d3,0,0,0,3822.0,4160.0,617.0,0.0,0.0,0.0
225,rock,b0621012-1b76-4283-9a94-167cb787dbc2,0,0,0,1468.0,1277.0,9534.0,0.0,0.0,0.0
226,country,ff7d4424-3041-4a6b-9960-d602b0ce7855,0,0,0,380.0,2265.0,97.0,0.0,0.0,0.0
227,country,a1307a83-8a01-4e6c-9b69-ba1aa01b9171,0,0,0,141107.0,140209.0,118690.0,0.0,0.0,0.0
228,electronic,19976ffa-c705-4535-bdaa-cf2f73a32bd4,0,0,0,22745.0,13189.0,17.0,0.0,0.0,0.0
229,country,c0e58077-b627-4130-bb95-c6e3659469d9,0,0,0,38948.0,6428.0,17274.0,0.0,0.0,0.0
230,rock,c5dbbbd9-c48b-489e-a2d6-f19122d652af,0,0,0,1066.0,996.0,868.0,0.0,0.0,0.0
231,electronic,8448c029-52f5-41f0-bc80-718d8d91fae5,0,0,0,54.0,862.0,1826.0,0.0,0.0,0.0
232,pop,3a0138b9-1ec5-49ee-a07d-80044fc683db,0,0,0,3520.0,652.0,1214.0,0.0,0.0,0.0
233,hip-hop,a9aff52b-0475-4c15-a4fa-117886c99a06,0,0,0,39506.0,10606.0,51.0,0.0,0.0,0.0
234,hip-hop,0f6a17e6-b9d7-4a9a-af7d-665dcb5da460,0,0,0,576.0,376.0,61.0,0.0,0.0,0.0
235,rock,bbfd46c9-8647-473d-8382-917920724ea1,0,0,0,8574.0,136524.0,8544.0,0.0,0.0,0.0
236,pop,ae9f317a-a627-4f97-a3b3-72ac73801344,0,0,0,269.0,560.0,1602.0,0.0,0.0,0.0
237,pop,81879848-ce29-407d-a55a-a57e999ca533,0,0,0,27687.0,19942.0,20022.0,0.0,0.0,0.0
238,rock,3a07b127-5dd2-4133-9e84-e1d9d55eafc0,0,0,0,1876.0,220.0,7.0,0.0,0.0,0.0
239,pop,22c7b8ee-a6a6-4818-a9a7-843fbb2c9d03,0,0,0,25553.0,22870.0,21064.0,0.0,0.0,0.0
240,hip-hop,97831ff7-20b7-4eac-8d68-1b644936278c,0,0,0,6784.0,21.0,18.0,0.0,0.0,0.0
241,hip-hop,d50a57de-6ee5-4eb3-89de-ec8c08b9fa12,0,0,0,62828.0,52622.0,30026.0,0.0,0.0,0.0
242,electronic,3566c002-a04d-480f-8246-640e9f4e8108,0,0,0,638.0,462.0,41.0,0.0,0.0,0.0
243,rock,5aca9cda-fc06-47ce-a5f3-bf415b1710e4,0,0,0,15642.0,6497.0,10568.0,0.0,0.0,0.0
244,hip-hop,e27f633e-f508-4c32-98db-a68eba043e90,0,0,0,123.0,36.0,405.0,0.0,0.0,0.0
245,country,2251575e-382f-49f3-8778-2fd3b731db2c,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
246,hip-hop,240fd4f6-217a-47f3-a81a-90a08d4cc360,0,0,0,12150.0,5706.0,648.0,0.0,0.0,0.0
247,pop,7d2fad7b-1e9b-4c9b-8c21-5057dc237394,0,0,0,75.0,45.0,3.0,0.0,0.0,0.0
248,hip-hop,27a2ff98-b36e-4897-959d-851bdfdfc81f,0,0,0,13304.0,10345.0,4234.0,0.0,0.0,0.0
249,rock,29f32ce1-8b4c-4757-bd11-d9a072fc11db,0,0,0,0.0,3.0,2.0,0.0,0.0,0.0
250,electronic,07d28133-913d-4121-9f5a-a96f991c3733,0,0,0,328.0,155.0,196.0,0.0,0.0,0.0
251,pop,9f33230f-a517-467e-bf7a-dcd13d3e3a71,0,0,0,3549.0,31.0,2204.0,0.0,0.0,0.0
252,hip-hop,09d13236-51ed-458a-b752-832868623f04,0,0,0,43722.0,38481.0,49188.0,0.0,0.0,0.0
253,rock,dc45d5c5-c6ea-4645-ba49-757642a8c2b5,0,0,0,77464.0,113523.0,87567.0,0.0,0.0,0.0
254,hip-hop,1deab224-1c7c-45b1-a081-8f9f4655c0fe,0,0,0,73975.0,60823.0,58049.0,0.0,0.0,0.0
255,pop,6a902bb8-31bd-32a9-bef2-31cdfff84082,0,0,0,1075.0,1139.0,280.0,0.0,0.0,0.0
256,pop,deceeaef-f03d-4c62-af31-5caf7482898b,0,0,0,222.0,6.0,0.0,0.0,0.0,0.0
257,electronic,15a9376e-5407-44cb-adaf-55242c494cca,0,0,0,203.0,27.0,1833.0,0.0,0.0,0.0
258,country,161414b6-530a-4987-9b01-e496bb1f581a,0,0,0,1093.0,10.0,138.0,0.0,0.0,0.0
259,pop,2b60087a-bb73-432b-b986-b43931064d0e,0,0,0,12016.0,11532.0,1329.0,0.0,0.0,0.0
260,pop,f9720b6d-5c8c-42cd-ba94-685394ae4a9a,0,0,0,73.0,2.0,0.0,0.0,0.0,0.0
261,rock,f4ba50c7-25b4-4613-a709-664c866047ee,0,0,0,11104.0,9494.0,1840.0,0.0,0.0,0.0
262,electronic,829a95a1-c08f-4f28-8012-8daf3504f217,0,0,0,23.0,122.0,0.0,0.0,0.0,0.0
263,electronic,e6215166-075f-4c9e-93db-d3d028dd8fe1,0,0,0,3253.0,316.0,21.0,0.0,0.0,0.0
264,rock,09a7cf2a-c5f0-4d60-b98d-7cb2dc085128,0,0,0,47.0,68.0,162.0,0.0,0.0,0.0
265,electronic,b1505d97-4951-486e-84e0-1bc01f2a8567,0,0,0,18.0,9.0,0.0,0.0,0.0,0.0
266,hip-hop,4947b1b5-926c-4148-80ce-9e662356c47e,0,0,0,81274.0,68871.0,60085.0,0.0,0.0,0.0
267,country,fe7cefee-997f-4cd7-899e-de5db2566d29,0,0,0,2255.0,475.0,1978.0,0.0,0.0,0.0
268,pop,978aad5f-18a8-4ef8-b182-0c38c446d91f,0,0,0,8281.0,7198.0,11797.0,0.0,0.0,0.0
269,electronic,a020be63-0c14-404d-bdaf-96f3583dafd2,0,0,0,0.0,13.0,22.0,0.0,0.0,0.0
270,electronic,15d7a651-3550-442e-bd48-acbed0efb901,0,0,0,93.0,11511.0,6848.0,0.0,0.0,0.0
271,hip-hop,4e390c3e-a1eb-4e20-9679-8d52ca76dee6,0,0,0,26.0,77.0,94.0,0.0,0.0,0.0
272,electronic,3ddee01e-da2e-438e-b353-8fa3dab246de,0,0,0,90.0,68363.0,16230.0,0.0,0.0,0.0
273,electronic,1f12e476-f578-4a07-bc6f-578afed93e95,0,0,0,21.0,1.0,0.0,0.0,0.0,0.0
274,country,8c7383c8-2020-4cae-9a6e-74acbb22c7bf,0,0,0,11.0,28.0,0.0,0.0,0.0,0.0
275,hip-hop,776dd212-5050-4c76-88bc-089d9a51369d,0,0,0,1650.0,19.0,1.0,0.0,0.0,0.0
276,pop,d05c7c9a-a636-4b12-ac6b-c1de3a56bc65,0,0,0,1628.0,769.0,913.0,0.0,0.0,0.0
277,country,97f5ade7-e87d-480c-a956-cab764c0a6bf,0,0,0,820.0,7.0,2.0,0.0,0.0,0.0
278,electronic,e403facd-913e-4ab4-a8b4-d397c79550e2,0,0,0,1294.0,163.0,171.0,0.0,0.0,0.0
279,rock,bff295ae-51d0-470f-b6a9-d511643e753e,0,0,0,201648.0,202638.0,202075.0,0.0,0.0,0.0
280,pop,4d30c9fb-512a-48d8-9a27-55314e788c23,0,0,0,1036.0,711.0,20.0,0.0,0.0,0.0
281,country,f76fa63b-7797-46e1-949c-b646b2cc9fe8,0,0,0,11325.0,2344.0,4901.0,0.0,0.0,0.0
282,rock,84d537c0-bc24-43dc-ba55-377c25e9c17a,0,0,0,1796.0,1261.0,989.0,0.0,0.0,0.0
283,hip-hop,cb7ed05e-0466-42af-8f0e-9766f46c1c17,0,0,0,349.0,139.0,354.0,0.0,0.0,0.0
284,hip-hop,650ae81b-89d2-46cf-a3f6-be34046a7303,0,0,0,71.0,553.0,1070.0,0.0,0.0,0.0
285,hip-hop,23933dbe-e90d-4c83-b9f8-286039b4c2d7,0,0,0,294.0,243.0,341.0,0.0,0.0,0.0
286,country,6d750833-523d-4dc9-a14a-6d45c9b411ac,0,0,0,57332.0,57785.0,51156.0,0.0,0.0,0.0
287,pop,e1b24c75-812a-4306-ad42-f88916b073f3,0,0,0,24.0,5.0,1.0,0.0,0.0,0.0
288,pop,f8de22b6-c66d-4036-9311-cb80b57c0d32,0,0,0,13074.0,19405.0,35487.0,0.0,0.0,0.0
289,country,498f132b-c8a3-4d51-a906-367704f692ae,0,0,0,1859.0,89.0,390.0,0.0,0.0,0.0
290,country,e8bd2c33-ff7d-40dd-84ba-c016d8d08c7b,0,0,0,153.0,91.0,810.0,0.0,0.0,0.0
291,pop,d9d6d2d0-8552-4c12-982d-49cc6a4d7a7e,0,0,0,1427.0,206.0,6.0,0.0,0.0,0.0
