,genre,gray_max,gray_med,gray_std,hash
3892,rock,-0.5006,-0.4392,-1.0091,a9fbae55-7780-4868-9363-2caebfaea5ba
3893,pop,-0.9145,-0.999,-0.5908,ac28d08e-aada-38e0-bdb3-7307618bcbe7
3894,pop,1.5487,-0.174,0.4759,acb58376-8617-49c2-96a8-6c4520b085ae
3895,country,-0.4905,-0.3508,-1.1923,ad2c53c7-b3a2-4853-99c3-1243658e92a8
3896,country,0.7512,0.9752,-1.3706,ad499423-3103-4add-9c4b-1cadc4b2e377
3897,electronic,-0.5107,-0.336,0.047,ad4dd70e-a9bf-4b8a-8e09-b165d7652ae2
3898,pop,0.4382,0.4448,-0.542,ae26768f-49cc-4347-afb8-bfc0df7e1b4d
3899,country,0.9935,0.9457,0.3556,ae27b65a-ffc5-4c52-af0f-82bb221bdd54
3900,rock,-1.0054,-1.1463,-0.1896,ae592853-b767-35dc-ac38-12291ba11934
3901,electronic,0.6603,0.9162,-2.6901,af5e9e60-0d51-4fb2-89d9-69fed83750b3
3902,rock,-0.5915,-0.5718,0.0437,af6212bb-3139-3251-9a89-0e510de3ed11
3903,hip-hop,-0.4804,-0.4539,-0.4143,b00dc123-56ea-3daf-b9f0-09410dc76fe2
3904,electronic,-1.0256,0.0175,0.5275,b18b7e76-514d-4cfa-8766-bce7ad262dc3
3905,electronic,0.8925,1.1814,-1.4272,b1ad335c-6a59-4224-8eaa-dab6f11e95ab
3906,electronic,1.5487,2.1538,-0.4786,b220ea55-9504-4ca0-a845-afce8a286ea2
3907,pop,1.5487,2.1538,-0.4786,b220ea55-9504-4ca0-a845-afce8a286ea2
3908,pop,1.5386,2.1538,-0.3975,b3e70675-fdf1-4aa5-ba25-172a3ac078d8
3909,electronic,1.2459,1.7413,0.7823,b45299b9-5dfe-4874-bbcc-6056c6348700
3910,country,0.7613,0.71,-0.5859,b4a7df4f-2a4c-4554-b24e-98e190f60345
3911,electronic,1.5487,1.1814,-1.3007,b4eb99d3-ddcd-4c31-a451-a4ed4bd869a6
3912,electronic,-0.1271,-0.2182,-2.827,b594e7d3-f84b-41b6-ad9b-c0e40c76343d
3913,country,1.4881,0.3269,0.6306,b6799689-da0a-4205-ad0b-908e684026c3
3914,country,0.5594,0.7394,-1.4423,b6f84cbc-afff-36c1-9eab-8da0633c7c6c
3915,rock,1.5487,1.9475,0.4424,b7377afb-5bfa-49ed-8bb3-dfacbf0dcb0f
3916,hip-hop,-0.5107,-0.7338,-0.3041,b88c8f6f-360f-4854-b18f-c334d4415414
3917,rock,-0.0665,0.1501,0.3808,b9168cdc-5131-454c-a754-0cfed305a304
3918,hip-hop,-0.8439,0.0617,0.996,b942a829-6933-4ae3-af90-35c05baf3a99
3919,pop,1.5285,0.8868,-0.046,b9e5f375-20ba-4150-b1e2-c6efa550ac3d
3920,hip-hop,1.1146,1.5645,0.7148,bb30f8c0-e3b9-4a68-8de6-eb30f4aeb25b
3921,hip-hop,-0.5713,-0.8959,0.2735,bb50b01a-5b19-4c64-bd00-6639af078161
3922,electronic,0.8925,0.3122,-0.1263,bbd2058c-d345-4325-95bd-5f7a7c76f945
3923,pop,0.8925,0.3122,-0.1263,bbd2058c-d345-4325-95bd-5f7a7c76f945
3924,hip-hop,-0.6319,-0.7485,-0.4849,bc494969-a849-4d9f-87e6-623085edeb24
3925,electronic,1.3771,0.71,-0.0807,bcea8939-934b-47a9-8b3f-08e7f7cea8d1
3926,pop,-0.1978,-0.3508,0.7417,bd064a99-d910-429f-82d6-51b659428c45
3927,hip-hop,1.5487,-1.0579,1.9717,bd15ccd6-ea95-40b8-8a61-c47fb4d5b30f
3928,pop,-0.7429,-1.0579,-0.8386,be3400c7-40bf-41a8-9681-5114dde68435
3929,electronic,1.4982,2.0949,-0.7444,be8014fa-a914-4655-9c26-d11fb71a8f3b
3930,country,1.3367,-0.1445,0.7709,beeb3db1-05af-4f2d-8c3a-d917d83234b8
3931,country,-0.9044,-0.9253,0.5792,bfcc426a-029a-458f-b5e7-67b4da0aaaae
3932,hip-hop,1.4377,1.2993,0.0299,c00254a2-ccd1-485a-b19a-812a5091aa12
3933,rock,1.4579,1.756,1.8627,c0ca6347-0c6c-4695-bb42-7b551d84c44e
3934,country,-1.0155,-0.2918,-0.1876,c0e58077-b627-4130-bb95-c6e3659469d9
3935,pop,-0.1574,0.4006,-1.0142,c1d8b000-2fd5-4142-8421-164294403dbd
3936,country,1.478,0.8131,0.5427,c25b0906-b5ab-495c-8979-fdda63c231a9
3937,hip-hop,-1.0256,-0.9548,-0.1254,c2d9a68b-f5a2-4266-8099-4e3f02f0c291
3938,rock,-0.6016,-0.2182,-0.1399,c336034e-a94e-408f-bb5d-6b33fcf367a4
3939,electronic,-0.7631,-0.999,0.0733,c3779a18-1e8b-4e88-a442-e27cee57d870
3940,country,1.5487,2.198,-1.971,c382865c-1a47-4650-97be-e8e12272e211
3941,country,-0.6117,-0.9253,-1.0677,c4a27c7a-545a-34a3-a1fa-8c3bf58c7a1b
3942,rock,1.4478,0.9015,0.4126,c5bca870-ab2f-4071-9a3f-cfbcf1f1d484
3943,pop,-0.5208,-0.8222,1.6321,c6197753-d282-4893-8301-7bea0c328621
3944,electronic,1.5487,-1.1021,0.5519,c6a00752-5510-4a43-ae64-2f72ed9423b2
3945,country,-0.9347,-1.22,0.7148,c78ad57e-1949-465e-a738-8ffd16d6b5dd
3946,hip-hop,-0.5814,-0.0119,0.0714,c7f18eb7-79a7-4f05-9c60-dcb82bd935cd
3947,hip-hop,1.3468,0.1501,0.5814,c8749728-2957-4ad2-8e04-ad0f3e7f7d12
3948,pop,1.5487,1.0046,2.0799,c8ffc1a6-d58a-40a1-8e38-dd1e06385c80
3949,electronic,1.5285,0.1354,1.9896,c9ef63c0-eded-4080-a943-ff349e9fdde5
3950,pop,0.8723,0.4301,0.0418,c9f2922b-3334-452a-b745-334724bf4830
3951,hip-hop,-0.8741,-0.8075,0.6317,caa92d69-7755-45d8-9ce2-ecdc867d8d36
3952,rock,1.1752,1.5792,-1.5481,cabacf6e-8739-4501-89d5-85c5ba8ab64d
3953,hip-hop,0.5493,0.7689,-2.845,ccd4c559-1c5a-45e7-97e1-28b06c698490
3954,electronic,-0.6218,-0.9106,-1.4611,cd7a3170-df85-442b-8df0-2c9edc815b34
3955,rock,1.5285,0.7984,1.568,cf176073-45f9-4110-a3d1-c41d654774eb
3956,country,-1.0256,0.5332,0.6067,d00afa6b-f03e-4ccf-b901-a4655569e1b9
3957,electronic,0.8521,1.1667,-1.3855,d02454e8-cbcf-4704-8172-45110690a1ed
3958,pop,0.8521,1.1667,-1.3855,d02454e8-cbcf-4704-8172-45110690a1ed
3959,country,-0.965,-0.8517,0.0097,d139f14f-1c8a-4057-95f0-96656cf45c42
3960,electronic,-0.753,-1.1316,-1.985,d1727eed-2480-43d8-aa97-e980f365224d
3961,country,1.5487,0.5479,1.1548,d1c7f919-e883-44f0-8e57-cbfd82773811
3962,country,1.3771,0.6805,0.0556,d38ca4c7-a06c-499e-9fe9-c1ca8c8e6410
3963,pop,-0.2886,-0.1445,-0.6416,d3985792-3d5e-3a42-9363-2b8e3253336f
3964,rock,-1.0256,-1.1758,-1.2066,d3dd860e-4ec2-49e4-ae8c-54569a64f4d2
3965,electronic,-0.8136,-1.2347,-1.7358,d41e0695-ee05-4865-9040-fefc12cab4f6
3966,hip-hop,1.5487,2.0949,1.2951,d509ac03-18cf-45b8-94ab-ab8617fb9f99
3967,hip-hop,-0.9751,-1.4262,-0.6687,d50c5faa-00b2-493b-9779-636078a17a62
3968,pop,1.4579,-0.4097,1.4702,d536cf3e-9910-3c32-b390-53ecae67000b
3969,pop,-0.965,1.1814,1.198,d53910d5-cbde-4b1d-aaba-d965be707409
3970,electronic,1.0339,1.4319,-0.0863,d58823d9-34f4-3bb7-b14c-7d7df2a72a13
3971,electronic,-0.7732,0.0323,-0.3041,d5c1d109-13c2-45da-83a5-7b9080cd99d0
3972,hip-hop,0.9733,0.1943,0.3706,d5f660b5-3936-4219-8caa-003755d4a569
3973,electronic,1.478,0.5774,0.4885,d5f90194-031d-4192-88f5-9bb89ce632bd
3974,electronic,-1.0256,-0.9253,-0.4131,d6cd0bf6-53e6-4ae1-b8cc-7e9b5f141806
3975,rock,-0.9953,0.8573,1.192,d7aa46d5-d936-47b4-8f21-a336bb558f61
3976,hip-hop,-0.9852,-0.5423,1.2142,d840c83f-f100-465a-8edf-9343fddc29a4
3977,pop,1.4074,0.6805,1.1553,d8519c46-0b61-4f15-b3e2-66a77ed9e6ce
3978,electronic,1.3771,1.1667,-0.6296,dab92633-793d-4d60-a9ee-54950070cfea
3979,rock,1.0641,0.5921,-0.1798,db259b5e-b11d-475f-b68e-95c2eeae05f6
3980,rock,1.1954,1.6381,-1.4722,dc2dcd16-cee8-4748-9ba2-e0372ce3d2d3
3981,rock,-1.0256,-1.4852,0.8321,dc45d5c5-c6ea-4645-ba49-757642a8c2b5
3982,pop,0.9834,0.6069,0.2139,dc4b0cff-b6db-4dc4-b346-13bfda8de1d5
3983,hip-hop,1.5487,0.2533,0.778,dcc9ac72-5226-4d11-bd61-872e0be24545
3984,pop,1.5487,0.3269,1.2689,dd047498-2bd8-43de-9d58-6c67e2fcfa95
3985,electronic,1.5487,1.6087,1.5409,dda3cd1f-2c25-40c6-a0c3-129324fcbae7
3986,electronic,-0.6117,-0.9401,-2.8584,ddfea675-5823-4318-8625-2e37d3cbab59
3987,country,0.1556,0.1501,-0.4744,de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b
3988,electronic,-0.5006,0.1943,0.5323,de2976a3-f098-46c1-adc5-4d2f2fb59df8
3989,country,-1.0155,-1.441,-0.3911,df10247e-b76f-4e09-89b7-93cacd0276cb
3990,country,-0.8035,-0.4686,-0.0562,e027cc44-b7d9-4e9d-9fe4-79a1e76d2701
3991,pop,-0.9246,-1.2642,-0.9091,e060fca3-d21e-4a31-bc7f-cfe301897283
3992,rock,-0.8439,-1.1758,0.0123,e09fc52d-0213-4be5-87e2-e5a01a9ec623
3993,country,1.5386,2.0949,0.1259,e1044784-69b2-4600-b2fa-49eb2c5c0384
3994,hip-hop,1.5487,1.4908,-0.093,e1a223c1-cbc2-427f-a192-5d22fefd7c4c
3995,electronic,-0.329,-0.4539,-1.0941,e2613b24-16da-4800-ae09-ac0f7fc1726d
3996,hip-hop,1.5386,0.9752,0.6372,e3283969-4055-4ab3-93df-da93eb14c3a2
3997,hip-hop,-0.6319,-0.0414,-0.142,e732031f-e554-4465-9546-1cb803744d1d
3998,pop,-0.8237,-0.7338,0.3668,e7ea9654-1d93-434a-8c55-32f806d10e1d
3999,country,-0.541,-0.616,-0.6024,e7fd356e-e66b-432e-895f-8ef1b8889420
4000,rock,-0.8136,-1.2347,-2.1631,e875afe1-b124-4712-9a92-88460f34e94d
4001,pop,-0.2987,0.7394,-0.5247,e891676f-7e4d-36c0-a557-4dd5481c3ce3
4002,electronic,1.5285,1.4024,-0.0628,e94b8830-1388-4e58-b052-cdab2d466500
4003,hip-hop,1.5285,1.4024,-0.0628,e94b8830-1388-4e58-b052-cdab2d466500
4004,country,-0.7934,-0.5276,-0.4541,e9887963-cae7-4f9b-9aba-412fb26ae959
4005,rock,-0.6924,-0.7927,-0.3691,ea5a35c8-4192-4bd9-af6b-dd244197a8e5
4006,rock,-0.5612,0.7836,0.0646,eab684fc-3c27-41c6-b4f1-c704bdd6edd9
4007,pop,-1.0256,-1.22,-1.8551,eb3f3f29-2d76-46e1-b6ff-1cb0779df4bb
4008,hip-hop,-1.0256,-1.2789,-0.2052,eb6b6ba1-07a0-408c-a438-8b82345e46fc
4009,rock,-0.0766,-0.2182,-1.1068,ebc2dc49-59f8-4b45-bf62-3a66d6ea5152
4010,pop,-1.0155,-0.6012,1.5757,ed6e37eb-ed2a-403f-a7aa-f44dd8a2fcb5
4011,hip-hop,-1.0054,0.8278,0.8736,ed95bbb5-093d-4455-b384-c14c51654500
4012,electronic,0.2565,-0.8959,-1.3685,ee41173c-7fa5-4a68-800a-e674af020298
4013,rock,1.5487,1.8149,0.963,eea9ec92-9495-4d36-a014-5c6ba6a692c3
4014,country,-0.9347,-1.1316,-0.6021,eee2ff1f-5af4-4989-9b5f-8d73ec431472
4015,rock,1.5487,1.8297,0.7672,ef6eefb6-8007-41a7-a219-9fa4bd46c169
4016,country,-0.6218,0.4006,0.4215,efc9aa7d-93c1-338b-a617-c625cad4b10e
4017,hip-hop,-0.9953,-1.5146,-1.6305,f1785b5b-53c6-4e2e-9134-9e3729283f2e
4018,hip-hop,-0.6419,1.3288,0.5459,f221ffea-d727-4909-95aa-8726ab25dfa0
4019,hip-hop,1.5487,2.198,0.0604,f24ad9df-f70d-438c-a3d7-abe55b40eb73
4020,rock,-0.8439,-0.9695,-0.4724,f254e73d-4a6d-406a-823e-642afce798e8
4021,electronic,-0.7328,-0.9401,-0.8981,f2fe7c89-193b-4d88-974f-e29e4d07bb63
4022,hip-hop,1.5386,2.0949,1.7519,f34582d6-d4ee-4bdb-9f9a-511b038189a8
4023,hip-hop,-0.5612,-0.6012,-0.0975,f50e564b-f9b3-4508-9861-9dbfca0b2b43
4024,pop,1.5184,2.1243,-1.5263,f5cc40d5-2a1c-460a-8c6f-d3480e26d5ec
4025,hip-hop,-0.9549,-1.3231,-1.8328,f68519b4-7507-430e-b88c-d21cbca21223
4026,rock,-0.8539,-0.7927,-0.5093,f929b8a6-ef03-4d90-ba78-6a77ee6e777a
4027,hip-hop,-0.864,0.0175,0.2122,f954f852-11e3-46be-ad30-fd3de8e8a5e4
4028,hip-hop,-0.864,-0.3802,-0.228,f9a00b1d-891d-4fe8-8798-6e9eeebb5a1b
4029,hip-hop,-0.7429,-1.1463,-0.7776,fab10a2a-a16b-41e1-a4de-34cd43409eb7
4030,hip-hop,1.3771,1.9181,0.8186,fb9e1c11-fb24-4b02-b130-1ea87393d058
4031,hip-hop,1.4074,1.5497,1.3484,fc23d45e-c3c3-4a61-bd42-9dce2b9a07c1
4032,electronic,-0.1574,-0.2918,-0.6616,fd22530b-742b-4099-bac2-1d30f3ee4bf7
4033,electronic,1.4579,2.0212,1.0904,fd8d020f-7b1c-45cf-8f52-d3b9f9e02f33
4034,hip-hop,-0.9448,-1.3673,-0.5415,fea30be1-e7c0-4fd2-ae80-c8d06c8d6326
4035,electronic,0.4786,0.5627,-0.1629,feb9ea3c-23f4-457f-859d-712396d02a53
4036,hip-hop,1.4478,0.4006,1.5021,ff24f680-89ae-4f21-be76-ef7a70e25c4c
4037,hip-hop,-0.965,-0.7191,0.5395,ffa1c3c9-1e33-4d9e-837e-d5a6c3ad074e
4038,hip-hop,-0.9246,-0.8664,-0.2347,ffe77b49-30cf-4fb0-87d3-f6cc2d86f8e4
4039,hip-hop,1.5487,2.198,0.3027,fffca166-4612-489d-ae17-68a13446df54
4040,hip-hop,1.3367,1.8297,0.658,000eaa98-fa0d-45a0-8f52-fea6693d5a37
4041,rock,1.5487,2.198,1.4369,01d9481b-e324-4b82-bf6e-23c348956d9b
4042,pop,-0.7126,0.5921,0.3324,0404fe32-56c9-4d4d-8190-31c84237823c
4043,electronic,-0.8237,-1.2642,-1.6107,05009fed-51d0-4cfb-8c41-2ec6367b0170
4044,pop,-0.4804,-0.8664,-0.7511,073a7469-f776-48dc-b178-40bcc70dff1a
4045,pop,1.5386,1.152,0.9215,079c7f03-bddd-4418-89af-4855137d353d
4046,hip-hop,-0.2079,-0.4097,-0.3645,083a0357-5db9-430d-9e80-bfc2e4bcd496
4047,hip-hop,-0.8136,-0.0266,1.2623,091bd62d-7a74-4b18-9a77-a5f31f40aafc
4048,hip-hop,-0.6218,-0.8664,0.0004,093568e8-90ee-4627-b0f2-165986dc216c
4049,country,-0.8943,-0.4244,0.0291,0a4f7091-6262-4f3d-b9d1-c796160c8ff6
4050,rock,0.7007,0.8426,-1.5872,0ac9603d-0733-45e8-92aa-cc10e25c216f
4051,hip-hop,1.5487,2.198,-1.3723,0ad8bac3-453a-41dc-aee9-d8a6d21df527
4052,electronic,0.7209,0.9604,-1.0574,0ae7e659-e443-4975-9ca3-ba8088d38204
4053,hip-hop,0.7209,0.9604,-1.0574,0ae7e659-e443-4975-9ca3-ba8088d38204
4054,hip-hop,1.5487,-0.0119,0.7733,0b21a624-8755-4c74-821f-2f6ab971e992
4055,country,-0.7429,-1.0432,-1.6467,0b34bef9-07a7-4d23-bd4b-70a25bc8d98d
4056,electronic,-0.3997,-0.5718,-1.299,0b469b44-4880-4761-8c21-da7b618d56aa
4057,hip-hop,-0.8943,1.5055,1.8464,0b614ac4-b545-44ee-a982-461409e361a7
4058,rock,-0.8035,-1.0579,-1.0848,0b899029-6ccb-4981-84ea-caa153c4cbed
4059,pop,1.3973,1.6676,1.234,0c809e75-73f4-4da6-a525-8f2b9b4f3826
4060,hip-hop,-0.2179,0.3269,-0.4698,0ca7c43e-2718-4931-861b-1ca452de0cfa
4061,electronic,0.2464,0.3564,-1.4089,0cc0b6a9-81ff-4f18-a973-0b3067213657
4062,hip-hop,-1.0256,0.5479,0.8196,0d79c2f7-3c45-460e-aba2-7a581c60d045
4063,pop,1.5285,2.1096,0.9956,0d7a470c-1f89-46e9-a5fa-d2aa32a2727e
4064,electronic,1.5487,1.7855,-0.3394,0e78a882-9f16-4b83-bc30-9b4f0f72cc37
4065,hip-hop,-0.7732,-1.1758,0.4171,0f798bff-52fb-43a4-96a1-7c5c1f3df37a
4066,hip-hop,-1.0256,-1.3379,1.294,0ff9a83c-b1d8-47a3-a8f0-63ab88f07be6
4067,electronic,-1.0256,-1.1316,-0.8522,106bcd6a-97b6-405e-8cd2-91dcfeb37ffb
4068,pop,0.7209,0.9899,-0.678,1074b26c-29d1-4302-a0d7-6bd36b1acef8
4069,electronic,-1.0256,-1.5588,2.1015,11381910-2d2d-4ef3-a275-5a75cfe340aa
4070,electronic,1.1146,1.5792,-2.3215,1182aafc-c201-379d-ab99-52f604e25819
4071,rock,1.3165,1.2993,0.3235,121512fb-8b93-319e-bcca-73d44c250282
4072,hip-hop,1.0944,1.4908,-1.2796,1299b1ae-939c-4f68-b599-1476cd414e2d
4073,rock,-0.8237,-1.1463,-0.1554,12adb6bd-2c23-4a48-8c58-902cc05210f6
4074,pop,-0.1069,-0.3508,-1.1549,14ce2158-c8e8-46fa-b6d7-cfe607ce0ec8
4075,electronic,-1.0054,0.2385,0.2582,15d7a651-3550-442e-bd48-acbed0efb901
4076,rock,-1.0256,-1.4115,0.5072,179fcee9-227a-4000-a999-8aaa7274b9ee
4077,hip-hop,-1.0256,-1.4852,0.2285,17e57d61-a61d-428b-a272-7bf598011f3b
4078,electronic,1.5487,2.1685,0.0837,18f4fd78-8ca6-4834-9be8-967d430f7519
4079,rock,-0.6319,-0.6307,-0.8516,190524d1-6a98-4a86-bb0a-b1e448f236e2
4080,electronic,-1.0256,1.2993,1.7791,1966dda7-eecd-4cd5-a9c6-c30d613043bd
4081,rock,-0.7025,-0.9843,-1.6066,196e0ccc-8976-45af-a865-b109218539c3
4082,rock,-0.9953,-0.8369,0.7387,1a117ff4-3e4e-447b-a440-bd3fdf76ae87
4083,rock,-1.0256,-1.5588,0.3644,1a8e7abb-f90b-40c9-ba00-8e85ddad397e
4084,pop,-0.9145,-0.8369,-0.8721,1adcb252-bfab-4788-86f1-709ce54c6ea4
4085,rock,-0.9145,-0.8369,-0.8721,1adcb252-bfab-4788-86f1-709ce54c6ea4
4086,electronic,-1.0256,-0.5718,-0.5136,1b503bbe-32bb-3253-8f5e-09b3db71bedb
4087,pop,-1.0256,-0.9401,-0.5231,1b9d97db-812e-4c68-84f9-9cbe23a5d897
4088,pop,1.5487,2.198,0.2619,1bbb30e9-3f62-4a95-9149-73c2bf762313
4089,hip-hop,1.3367,1.8444,-0.0258,1c2c3da9-2adb-36dc-ab99-55af20b3ad09
4090,country,1.0944,0.1796,0.53,1d7122dc-7566-405e-8204-e692473ebce3
4091,hip-hop,-0.9751,-0.9695,0.0182,1dbdd2ba-f11e-4187-bca2-07f8f4eaf7e8
4092,hip-hop,-1.0256,-1.5146,0.2963,1defb0eb-a83e-48fa-ab55-6b09f9a1d0f9
4093,rock,-1.0054,-0.6602,0.1662,1dfb0c11-b606-3359-9464-8bb43c4b1e7f
4094,electronic,-1.0256,-0.4097,1.3124,1e0951d8-bf23-45a9-9254-88b33ec1810b
4095,electronic,-0.8842,-0.778,0.1685,1e400551-b1cc-4077-bc82-844b58ef13b4
4096,rock,0.5089,0.489,-0.9797,1ee8ad1e-bed1-4fbe-b54c-5cc2fa00d023
4097,country,1.2055,0.3564,0.6184,1f5d8e59-6d8f-450b-bdff-32e3f0a85822
4098,rock,1.5487,2.1832,0.9681,1fc32de4-cedd-4569-9e71-372d469d96e6
4099,hip-hop,1.1247,1.3582,-1.1978,20494778-6638-3761-8f74-1077bc2b9fac
4100,country,1.1954,0.268,0.1457,2055fe05-7375-43f6-b14d-f995ae6558dd
4101,rock,-0.8943,-0.6012,0.2826,21207866-6027-33b8-b4cb-ff93122f05c9
4102,hip-hop,-0.5915,-0.2329,0.2418,21262568-7810-4f26-8e89-a30b3f1dcb5b
4103,hip-hop,0.2666,0.1059,-0.4699,21d9550f-b27d-32d3-979b-dbbf546920fc
4104,pop,0.4685,0.6216,-1.9065,234140bb-6fb4-4672-88a1-a79f2b6b3530
4105,rock,0.4685,0.6216,-1.9065,234140bb-6fb4-4672-88a1-a79f2b6b3530
4106,rock,-1.0256,-1.5294,2.5785,241b9b86-92c8-49c6-aa2a-358ab146a9dc
4107,rock,-1.0155,-0.0414,0.5244,25b257bc-dd00-442f-9152-18f22b91b18c
4108,hip-hop,1.5487,0.9604,0.9615,26498e81-a391-4224-9d20-d63fafee4a94
4109,rock,-0.2684,-0.4539,-0.4748,26c9e85b-8b2c-439d-9afb-c0b2e418a47b
4110,hip-hop,1.478,1.1667,-0.7091,277f8ea7-2ca6-467b-8167-68211c793ece
4111,electronic,0.0243,-0.0266,0.1078,284e6500-7961-4fdc-9292-3fd866db41bf
4112,rock,1.5487,-0.5718,0.4198,2a2ec1da-dded-3a45-864f-483519695a35
4113,country,-0.4299,-0.6602,-1.247,2a9ad70a-e265-4dd7-b2ef-32ab61366bf8
4114,hip-hop,-0.9044,-1.2937,2.0855,2b33e56c-997d-4410-906d-8da85220b69c
4115,hip-hop,1.266,-0.5276,0.8298,2d238a60-5f95-4d29-bb15-32a182acc93a
4116,hip-hop,-0.9448,-1.1021,0.6028,2d52bcac-d51a-4f00-b657-918265b336d9
4117,rock,-1.0054,-1.5294,-0.3861,2daeaf79-0f83-37ab-abfc-52fdaec02841
4118,hip-hop,-0.0564,-0.2476,-0.5996,2e00ad05-a3de-4df2-9ed2-fbe9b984b541
4119,country,1.5487,1.9328,2.2123,2e23cd22-6d43-4f40-b768-d5d95f8c4789
4120,hip-hop,0.3676,-0.1592,0.6289,2e57e853-97c4-3137-9206-8b712671a4d6
4121,country,1.5487,0.931,-0.1659,2f867d9a-cd53-49f5-a0de-0c65f5c3bb36
4122,hip-hop,1.5487,2.0949,2.9323,2fe80d1e-b330-41bb-adc2-842a6ec41f54
4123,electronic,-0.8338,-1.2053,1.1126,30858c3b-01fd-427a-9637-4483c8052c5e
4124,country,-0.753,-0.6307,-1.0026,308cc1b5-b5cc-4ad5-8eed-79ed82e9e8e3
4125,country,-0.7934,-1.0137,-0.0786,30d060ea-0e99-42fe-bea3-b7efbe39f04f
4126,pop,1.5184,0.1207,0.1584,3117384c-63a8-4182-9566-37e92d054bd3
4127,pop,1.5184,2.1538,0.8112,32599cd8-ef10-39a0-9176-84126864eb21
4128,country,1.1954,1.6676,0.3145,327c27d6-476a-4c9d-8203-ccb9b034472a
4129,country,-0.6823,-0.174,0.9978,341d24da-b02f-4f4d-98b6-bec5ab183501
4130,hip-hop,-0.753,-0.1003,0.4576,34e61cd6-530e-4555-888d-fff98aeecf9f
4131,hip-hop,-0.9145,-1.3231,-0.0468,36ee7bfd-ec04-4da4-9b43-80b073561863
4132,hip-hop,1.256,0.6953,0.5416,37e00093-7b8f-4ec4-b804-16e46072d1ba
4133,country,1.4982,0.6511,2.1304,38b7585f-5ed7-494b-903b-b4837dc8e82d
4134,rock,-1.0256,-0.5423,0.3624,394546f4-2c4f-4f67-a8ad-137b6ca3edec
4135,rock,1.5487,-0.6307,0.482,3a00ef28-c561-47d4-96f6-493572d075b4
4136,hip-hop,-0.7126,-0.2624,-0.0498,3a16fcb0-bcb0-42a0-9b7f-c61a93d22618
4137,country,0.3575,0.3859,-1.1618,3a71ae89-00c5-442b-805b-1485e35bf405
4138,country,-0.6218,0.6363,0.8235,3a9f22d5-38d8-4de0-90b3-0083027e3b11
4139,electronic,1.2761,0.8573,-0.2698,3ad5dc86-0b19-3229-937f-7aa77a848d62
4140,electronic,0.2969,0.6069,-1.3261,3c6b90e3-3922-4210-9510-08bea68f76cc
4141,hip-hop,-1.0256,-0.778,1.8161,3cab2667-89df-4e78-9647-1d9d43757093
4142,electronic,1.468,-0.8959,1.3727,3ce8e764-02ea-4746-a6e5-ec4f5fbd1df8
4143,pop,-0.965,-1.4704,-2.4807,3d489383-774b-4793-a789-e1a9f532822f
4144,hip-hop,1.5487,1.1225,0.8584,3dd9d35e-294e-4e22-9423-d95edcab15ac
4145,hip-hop,1.5487,1.2109,1.5679,3f3d8e02-9c93-4285-9551-dab165219d86
4146,country,-0.9145,-1.2053,1.6918,401613ec-b743-4240-b7a8-9379d12811f3
4147,hip-hop,-0.9852,0.5037,0.6101,417ed89a-a48a-491c-9dfb-42420878c183
4148,hip-hop,-0.6823,-0.3655,0.9198,42b2796f-44f6-48f1-a8ac-66a62512d2e7
4149,hip-hop,1.5487,0.4153,0.0997,42ddbe27-109f-485c-a5f2-babe538b03c3
4150,hip-hop,1.5487,2.198,-0.3901,4491c9fe-763b-3925-9c2a-69b8dd7b64c7
4151,hip-hop,1.5487,0.0617,2.3401,458e827b-d7c5-4c2e-810f-339fba4debfe
4152,country,0.7209,0.1354,-1.1213,45a122bd-e89e-4567-811f-328b5f07ea01
4153,rock,-1.0155,-1.441,-1.7185,45e127fc-198b-4051-8d9f-ffc32b836fd9
4154,pop,-0.7631,-1.1758,-0.9814,472a1a80-fb95-4d6c-9670-d9a594329386
4155,country,-0.2987,0.1796,-0.56,48239f74-e24f-4e0b-a4e6-019c266ec905
4156,electronic,1.256,1.6529,-0.679,49385474-d28a-47ea-af36-03c4d2a5e35e
4157,electronic,-0.7732,-0.5718,0.1838,493ed2c2-f1ba-4ecc-8975-e6033bb430dc
4158,electronic,-0.6419,-0.7044,-1.6239,495c9999-ebd7-44ab-a631-f3c626b17246
4159,hip-hop,-1.0256,-0.9253,-1.1219,499caa16-97b8-38b7-8a38-82f375cd3665
4160,hip-hop,-1.0256,-1.4704,0.1437,4c46f1ae-e3c7-4fb5-b707-7de95d7759e0
4161,pop,-0.9145,-1.3231,-0.4507,4d154ec3-770d-448c-acb0-87f1ffce109b
4162,rock,1.4982,1.756,-0.2894,4d33cc5a-1207-4eba-bb35-b0d01dff40e4
4163,electronic,1.5285,1.6823,-0.881,4d48cb3e-cb7e-487f-a538-c309bd754877
4164,pop,1.5285,1.6823,-0.881,4d48cb3e-cb7e-487f-a538-c309bd754877
4165,country,-0.9347,-0.7044,0.2776,4df009ce-78de-4515-8499-19cc56d66eba
4166,electronic,-0.7732,-1.0285,0.7695,4e33b7a0-575d-489d-a496-94f864d27fdc
4167,pop,1.256,1.7118,-0.2533,4e717903-fce0-48a6-8cc7-21ba5c50c32c
4168,electronic,1.4579,1.0194,1.2005,4f0caf6e-fcbb-4607-a30f-be1dbee54dbc
4169,pop,-0.965,0.047,1.8902,4fb4903d-09ef-4a6f-bf46-fceb1103a9d1
